timestamp,0
2025-03-25 00:00:00,133.69
2025-03-25 00:15:00,125.94
2025-03-25 00:30:00,93.46
2025-03-25 00:45:00,82.36
2025-03-25 01:00:00,118.71
2025-03-25 01:15:00,125.06
2025-03-25 01:30:00,93.36
2025-03-25 01:45:00,84.39
2025-03-25 02:00:00,104.23
2025-03-25 02:15:00,93.96
2025-03-25 02:30:00,98.5
2025-03-25 02:45:00,106.0
2025-03-25 03:00:00,94.25
2025-03-25 03:15:00,94.21
2025-03-25 03:30:00,109.0
2025-03-25 03:45:00,109.0
2025-03-25 04:00:00,77.92
2025-03-25 04:15:00,87.36
2025-03-25 04:30:00,114.07
2025-03-25 04:45:00,135.58
2025-03-25 05:00:00,77.02
2025-03-25 05:15:00,90.5
2025-03-25 05:30:00,130.41
2025-03-25 05:45:00,137.38
2025-03-25 06:00:00,101.24
2025-03-25 06:15:00,121.02
2025-03-25 06:30:00,160.52
2025-03-25 06:45:00,171.22
2025-03-25 07:00:00,136.59
2025-03-25 07:15:00,144.11
2025-03-25 07:30:00,145.57
2025-03-25 07:45:00,130.49
2025-03-25 08:00:00,137.46
2025-03-25 08:15:00,127.19
2025-03-25 08:30:00,134.27
2025-03-25 08:45:00,119.99
2025-03-25 09:00:00,136.78
2025-03-25 09:15:00,115.82
2025-03-25 09:30:00,98.65
2025-03-25 09:45:00,98.45
2025-03-25 10:00:00,102.67
2025-03-25 10:15:00,94.82
2025-03-25 10:30:00,101.21
2025-03-25 10:45:00,66.2
2025-03-25 11:00:00,82.59
2025-03-25 11:15:00,89.36
2025-03-25 11:30:00,71.18
2025-03-25 11:45:00,70.86
2025-03-25 12:00:00,84.22
2025-03-25 12:15:00,86.49
2025-03-25 12:30:00,78.2
2025-03-25 12:45:00,69.55
2025-03-25 13:00:00,83.04
2025-03-25 13:15:00,88.58
2025-03-25 13:30:00,61.49
2025-03-25 13:45:00,71.44
2025-03-25 14:00:00,47.66
2025-03-25 14:15:00,56.85
2025-03-25 14:30:00,91.14
2025-03-25 14:45:00,135.7
2025-03-25 15:00:00,59.53
2025-03-25 15:15:00,72.36
2025-03-25 15:30:00,91.67
2025-03-25 15:45:00,124.06
2025-03-25 16:00:00,93.98
2025-03-25 16:15:00,80.97
2025-03-25 16:30:00,145.3
2025-03-25 16:45:00,204.27
2025-03-25 17:00:00,106.89
2025-03-25 17:15:00,122.28
2025-03-25 17:30:00,165.15
2025-03-25 17:45:00,203.0
2025-03-25 18:00:00,137.05
2025-03-25 18:15:00,162.45
2025-03-25 18:30:00,201.8
2025-03-25 18:45:00,197.5
2025-03-25 19:00:00,198.24
2025-03-25 19:15:00,176.65
2025-03-25 19:30:00,155.26
2025-03-25 19:45:00,140.72
2025-03-25 20:00:00,188.54
2025-03-25 20:15:00,174.12
2025-03-25 20:30:00,131.92
2025-03-25 20:45:00,116.59
2025-03-25 21:00:00,168.57
2025-03-25 21:15:00,136.73
2025-03-25 21:30:00,123.03
2025-03-25 21:45:00,99.03
2025-03-25 22:00:00,164.33
2025-03-25 22:15:00,137.42
2025-03-25 22:30:00,89.28
2025-03-25 22:45:00,80.9
2025-03-25 23:00:00,122.32
2025-03-25 23:15:00,101.03
2025-03-25 23:30:00,96.3
2025-03-25 23:45:00,88.91
