timestamp,price
2025-07-08 00:00:00,106.96
2025-07-08 01:00:00,96.56
2025-07-08 02:00:00,92.18
2025-07-08 03:00:00,92.22
2025-07-08 04:00:00,92.61
2025-07-08 05:00:00,95.45
2025-07-08 06:00:00,114.01
2025-07-08 07:00:00,118.33
2025-07-08 08:00:00,114.74
2025-07-08 09:00:00,89.19
2025-07-08 10:00:00,84.18
2025-07-08 11:00:00,82.74
2025-07-08 12:00:00,84.84
2025-07-08 13:00:00,79.91
2025-07-08 14:00:00,76.02
2025-07-08 15:00:00,89.0
2025-07-08 16:00:00,101.02
2025-07-08 17:00:00,106.09
2025-07-08 18:00:00,117.69
2025-07-08 19:00:00,140.36
2025-07-08 20:00:00,149.05
2025-07-08 21:00:00,129.23
2025-07-08 22:00:00,120.31
2025-07-08 23:00:00,100.49
