id,DELIVERY_DATE,TYPE_OF_RESERVES,PRODUCT,ENERGY_PRICE_[EUR/MWh],ENERGY_PRICE_PAYMENT_DIRECTION,OFFERED_CAPACITY_[MW],ALLOCATED_CAPACITY_[MW],COUNTRY,NOTE
20260523027-AFRR_P-UNIT_043-1,2026-05-23,aFRR,POS_019,118.0,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523027-AFRR_P-UNIT_063-1,2026-05-23,aFRR,POS_019,110.0,PROVIDER_TO_GRID,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260523027-AFRR_P-UNIT_078-1,2026-05-23,aFRR,POS_019,749.0,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523027-AFRR_P-UNIT_104-1,2026-05-23,aFRR,POS_019,750.0,PROVIDER_TO_GRID,11.0,11.0,SK,ENTSO-E BalancingEnergyBids
20260523027-AFRR_P-UNIT_009-1,2026-05-23,aFRR,POS_019,190.07,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523027-AFRR_P-UNIT_019-1,2026-05-23,aFRR,POS_019,237.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523027-AFRR_P-UNIT_106-1,2026-05-23,aFRR,POS_019,300.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523027-AFRR_P-UNIT_123-1,2026-05-23,aFRR,POS_019,189.0,PROVIDER_TO_GRID,6.0,6.0,SK,ENTSO-E BalancingEnergyBids
20260523027-AFRR_N-UNIT_068-1,2026-05-23,aFRR,NEG_019,-5.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523027-AFRR_N-UNIT_052-1,2026-05-23,aFRR,NEG_019,-30.0,GRID_TO_PROVIDER,11.0,11.0,SK,ENTSO-E BalancingEnergyBids
20260523027-AFRR_N-UNIT_051-1,2026-05-23,aFRR,NEG_019,-144.0,GRID_TO_PROVIDER,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523027-AFRR_N-UNIT_069-1,2026-05-23,aFRR,NEG_019,-150.0,GRID_TO_PROVIDER,12.0,12.0,SK,ENTSO-E BalancingEnergyBids
20260523027-AFRR_N-UNIT_028-1,2026-05-23,aFRR,NEG_019,-5.0,GRID_TO_PROVIDER,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523027-AFRR_N-UNIT_058-1,2026-05-23,aFRR,NEG_019,-50.0,GRID_TO_PROVIDER,2.0,2.0,SK,ENTSO-E BalancingEnergyBids
20260523027-AFRR_N-UNIT_013-1,2026-05-23,aFRR,NEG_019,-10.0,GRID_TO_PROVIDER,21.0,21.0,SK,ENTSO-E BalancingEnergyBids
20260523027-AFRR_N-UNIT_010-1,2026-05-23,aFRR,NEG_019,-10.0,GRID_TO_PROVIDER,30.0,30.0,SK,ENTSO-E BalancingEnergyBids
20260523027-AFRR_N-UNIT_062-1,2026-05-23,aFRR,NEG_019,-29.0,GRID_TO_PROVIDER,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260523027-AFRR_N-UNIT_043-1,2026-05-23,aFRR,NEG_019,10.0,GRID_TO_PROVIDER,4.0,4.0,SK,ENTSO-E BalancingEnergyBids
20260523027-AFRR_N-UNIT_104-1,2026-05-23,aFRR,NEG_019,-5.0,GRID_TO_PROVIDER,4.0,4.0,SK,ENTSO-E BalancingEnergyBids
20260523027-AFRR_N-UNIT_089-1,2026-05-23,aFRR,NEG_019,-147.76,GRID_TO_PROVIDER,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523027-AFRR_N-UNIT_097-1,2026-05-23,aFRR,NEG_019,0.0,GRID_TO_PROVIDER,7.0,7.0,SK,ENTSO-E BalancingEnergyBids
20260523027-AFRR_N-UNIT_019-1,2026-05-23,aFRR,NEG_019,-199.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523027-AFRR_N-UNIT_106-1,2026-05-23,aFRR,NEG_019,-19.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523027-AFRR_N-UNIT_123-1,2026-05-23,aFRR,NEG_019,-5.0,GRID_TO_PROVIDER,7.0,7.0,SK,ENTSO-E BalancingEnergyBids
20260523027-AFRR_P-UNIT_028-1,2026-05-23,aFRR,POS_019,122.14,PROVIDER_TO_GRID,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523028-AFRR_P-UNIT_028-1,2026-05-23,aFRR,POS_020,111.92,PROVIDER_TO_GRID,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523028-AFRR_P-UNIT_068-1,2026-05-23,aFRR,POS_020,146.91,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523028-AFRR_P-UNIT_052-1,2026-05-23,aFRR,POS_020,150.0,PROVIDER_TO_GRID,27.0,27.0,SK,ENTSO-E BalancingEnergyBids
20260523028-AFRR_P-UNIT_047-1,2026-05-23,aFRR,POS_020,500.0,PROVIDER_TO_GRID,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260523028-AFRR_P-UNIT_051-1,2026-05-23,aFRR,POS_020,350.0,PROVIDER_TO_GRID,17.0,17.0,SK,ENTSO-E BalancingEnergyBids
20260523028-AFRR_P-UNIT_069-1,2026-05-23,aFRR,POS_020,135.0,PROVIDER_TO_GRID,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260523028-AFRR_P-UNIT_058-1,2026-05-23,aFRR,POS_020,200.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523028-AFRR_P-UNIT_008-1,2026-05-23,aFRR,POS_020,190.07,PROVIDER_TO_GRID,18.0,18.0,SK,ENTSO-E BalancingEnergyBids
20260523028-AFRR_P-UNIT_062-1,2026-05-23,aFRR,POS_020,105.0,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523028-AFRR_P-UNIT_043-1,2026-05-23,aFRR,POS_020,105.0,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523028-AFRR_P-UNIT_063-1,2026-05-23,aFRR,POS_020,110.0,PROVIDER_TO_GRID,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260523028-AFRR_P-UNIT_078-1,2026-05-23,aFRR,POS_020,749.0,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523028-AFRR_P-UNIT_104-1,2026-05-23,aFRR,POS_020,750.0,PROVIDER_TO_GRID,11.0,11.0,SK,ENTSO-E BalancingEnergyBids
20260523028-AFRR_P-UNIT_009-1,2026-05-23,aFRR,POS_020,190.07,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523028-AFRR_P-UNIT_019-1,2026-05-23,aFRR,POS_020,221.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523028-AFRR_P-UNIT_106-1,2026-05-23,aFRR,POS_020,300.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523028-AFRR_P-UNIT_123-1,2026-05-23,aFRR,POS_020,189.0,PROVIDER_TO_GRID,6.0,6.0,SK,ENTSO-E BalancingEnergyBids
20260523028-AFRR_N-UNIT_068-1,2026-05-23,aFRR,NEG_020,-5.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523028-AFRR_N-UNIT_052-1,2026-05-23,aFRR,NEG_020,-30.0,GRID_TO_PROVIDER,11.0,11.0,SK,ENTSO-E BalancingEnergyBids
20260523028-AFRR_N-UNIT_051-1,2026-05-23,aFRR,NEG_020,-144.0,GRID_TO_PROVIDER,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523028-AFRR_N-UNIT_069-1,2026-05-23,aFRR,NEG_020,-150.0,GRID_TO_PROVIDER,12.0,12.0,SK,ENTSO-E BalancingEnergyBids
20260523028-AFRR_N-UNIT_028-1,2026-05-23,aFRR,NEG_020,-5.0,GRID_TO_PROVIDER,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523028-AFRR_N-UNIT_058-1,2026-05-23,aFRR,NEG_020,-50.0,GRID_TO_PROVIDER,2.0,2.0,SK,ENTSO-E BalancingEnergyBids
20260523028-AFRR_N-UNIT_013-1,2026-05-23,aFRR,NEG_020,-10.0,GRID_TO_PROVIDER,21.0,21.0,SK,ENTSO-E BalancingEnergyBids
20260523028-AFRR_N-UNIT_010-1,2026-05-23,aFRR,NEG_020,-10.0,GRID_TO_PROVIDER,30.0,30.0,SK,ENTSO-E BalancingEnergyBids
20260523028-AFRR_N-UNIT_062-1,2026-05-23,aFRR,NEG_020,-29.0,GRID_TO_PROVIDER,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260523028-AFRR_N-UNIT_043-1,2026-05-23,aFRR,NEG_020,10.0,GRID_TO_PROVIDER,4.0,4.0,SK,ENTSO-E BalancingEnergyBids
20260523028-AFRR_N-UNIT_104-1,2026-05-23,aFRR,NEG_020,-5.0,GRID_TO_PROVIDER,4.0,4.0,SK,ENTSO-E BalancingEnergyBids
20260523028-AFRR_N-UNIT_089-1,2026-05-23,aFRR,NEG_020,-155.06,GRID_TO_PROVIDER,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523028-AFRR_N-UNIT_097-1,2026-05-23,aFRR,NEG_020,0.0,GRID_TO_PROVIDER,7.0,7.0,SK,ENTSO-E BalancingEnergyBids
20260523028-AFRR_N-UNIT_019-1,2026-05-23,aFRR,NEG_020,-199.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523028-AFRR_N-UNIT_106-1,2026-05-23,aFRR,NEG_020,-19.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523028-AFRR_N-UNIT_123-1,2026-05-23,aFRR,NEG_020,-5.0,GRID_TO_PROVIDER,7.0,7.0,SK,ENTSO-E BalancingEnergyBids
20260523029-AFRR_P-UNIT_028-1,2026-05-23,aFRR,POS_021,154.31,PROVIDER_TO_GRID,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523029-AFRR_P-UNIT_068-1,2026-05-23,aFRR,POS_021,189.3,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523029-AFRR_P-UNIT_065-1,2026-05-23,aFRR,POS_021,190.07,PROVIDER_TO_GRID,12.0,12.0,SK,ENTSO-E BalancingEnergyBids
20260523029-AFRR_P-UNIT_052-1,2026-05-23,aFRR,POS_021,150.0,PROVIDER_TO_GRID,27.0,27.0,SK,ENTSO-E BalancingEnergyBids
20260523029-AFRR_P-UNIT_047-1,2026-05-23,aFRR,POS_021,500.0,PROVIDER_TO_GRID,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260523029-AFRR_P-UNIT_051-1,2026-05-23,aFRR,POS_021,350.0,PROVIDER_TO_GRID,17.0,17.0,SK,ENTSO-E BalancingEnergyBids
20260523029-AFRR_P-UNIT_069-1,2026-05-23,aFRR,POS_021,135.0,PROVIDER_TO_GRID,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260523029-AFRR_P-UNIT_058-1,2026-05-23,aFRR,POS_021,200.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523029-AFRR_P-UNIT_008-1,2026-05-23,aFRR,POS_021,190.07,PROVIDER_TO_GRID,18.0,18.0,SK,ENTSO-E BalancingEnergyBids
20260523029-AFRR_P-UNIT_062-1,2026-05-23,aFRR,POS_021,142.0,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523029-AFRR_P-UNIT_043-1,2026-05-23,aFRR,POS_021,142.0,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523029-AFRR_P-UNIT_063-1,2026-05-23,aFRR,POS_021,110.0,PROVIDER_TO_GRID,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260523029-AFRR_P-UNIT_078-1,2026-05-23,aFRR,POS_021,749.0,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523029-AFRR_P-UNIT_104-1,2026-05-23,aFRR,POS_021,750.0,PROVIDER_TO_GRID,11.0,11.0,SK,ENTSO-E BalancingEnergyBids
20260523029-AFRR_P-UNIT_097-1,2026-05-23,aFRR,POS_021,85.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523029-AFRR_P-UNIT_009-1,2026-05-23,aFRR,POS_021,190.07,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523029-AFRR_P-UNIT_019-1,2026-05-23,aFRR,POS_021,254.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523029-AFRR_P-UNIT_106-1,2026-05-23,aFRR,POS_021,300.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523029-AFRR_P-UNIT_123-1,2026-05-23,aFRR,POS_021,189.0,PROVIDER_TO_GRID,8.0,8.0,SK,ENTSO-E BalancingEnergyBids
20260523029-AFRR_N-UNIT_068-1,2026-05-23,aFRR,NEG_021,-5.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523029-AFRR_N-UNIT_052-1,2026-05-23,aFRR,NEG_021,-30.0,GRID_TO_PROVIDER,11.0,11.0,SK,ENTSO-E BalancingEnergyBids
20260523029-AFRR_N-UNIT_051-1,2026-05-23,aFRR,NEG_021,-144.0,GRID_TO_PROVIDER,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523029-AFRR_N-UNIT_069-1,2026-05-23,aFRR,NEG_021,-150.0,GRID_TO_PROVIDER,12.0,12.0,SK,ENTSO-E BalancingEnergyBids
20260523029-AFRR_N-UNIT_028-1,2026-05-23,aFRR,NEG_021,-5.0,GRID_TO_PROVIDER,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523029-AFRR_N-UNIT_058-1,2026-05-23,aFRR,NEG_021,-50.0,GRID_TO_PROVIDER,2.0,2.0,SK,ENTSO-E BalancingEnergyBids
20260523029-AFRR_N-UNIT_013-1,2026-05-23,aFRR,NEG_021,-10.0,GRID_TO_PROVIDER,21.0,21.0,SK,ENTSO-E BalancingEnergyBids
20260523029-AFRR_N-UNIT_010-1,2026-05-23,aFRR,NEG_021,-10.0,GRID_TO_PROVIDER,30.0,30.0,SK,ENTSO-E BalancingEnergyBids
20260523029-AFRR_N-UNIT_062-1,2026-05-23,aFRR,NEG_021,-29.0,GRID_TO_PROVIDER,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260523029-AFRR_N-UNIT_043-1,2026-05-23,aFRR,NEG_021,10.0,GRID_TO_PROVIDER,4.0,4.0,SK,ENTSO-E BalancingEnergyBids
20260523029-AFRR_N-UNIT_104-1,2026-05-23,aFRR,NEG_021,-5.0,GRID_TO_PROVIDER,4.0,4.0,SK,ENTSO-E BalancingEnergyBids
20260523029-AFRR_N-UNIT_089-1,2026-05-23,aFRR,NEG_021,-124.78,GRID_TO_PROVIDER,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523029-AFRR_N-UNIT_097-1,2026-05-23,aFRR,NEG_021,0.0,GRID_TO_PROVIDER,6.0,6.0,SK,ENTSO-E BalancingEnergyBids
20260523029-AFRR_N-UNIT_019-1,2026-05-23,aFRR,NEG_021,-199.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523029-AFRR_N-UNIT_106-1,2026-05-23,aFRR,NEG_021,-19.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523029-AFRR_N-UNIT_123-1,2026-05-23,aFRR,NEG_021,-5.0,GRID_TO_PROVIDER,7.0,7.0,SK,ENTSO-E BalancingEnergyBids
20260523030-AFRR_P-UNIT_028-1,2026-05-23,aFRR,POS_022,113.64,PROVIDER_TO_GRID,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523030-AFRR_P-UNIT_068-1,2026-05-23,aFRR,POS_022,148.63,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523030-AFRR_P-UNIT_065-1,2026-05-23,aFRR,POS_022,190.07,PROVIDER_TO_GRID,12.0,12.0,SK,ENTSO-E BalancingEnergyBids
20260523030-AFRR_P-UNIT_052-1,2026-05-23,aFRR,POS_022,150.0,PROVIDER_TO_GRID,27.0,27.0,SK,ENTSO-E BalancingEnergyBids
20260523030-AFRR_P-UNIT_047-1,2026-05-23,aFRR,POS_022,500.0,PROVIDER_TO_GRID,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260523030-AFRR_P-UNIT_051-1,2026-05-23,aFRR,POS_022,350.0,PROVIDER_TO_GRID,17.0,17.0,SK,ENTSO-E BalancingEnergyBids
20260523030-AFRR_P-UNIT_069-1,2026-05-23,aFRR,POS_022,135.0,PROVIDER_TO_GRID,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260523030-AFRR_P-UNIT_058-1,2026-05-23,aFRR,POS_022,200.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523030-AFRR_P-UNIT_008-1,2026-05-23,aFRR,POS_022,190.07,PROVIDER_TO_GRID,18.0,18.0,SK,ENTSO-E BalancingEnergyBids
20260523030-AFRR_P-UNIT_062-1,2026-05-23,aFRR,POS_022,111.0,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523030-AFRR_P-UNIT_043-1,2026-05-23,aFRR,POS_022,111.0,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523030-AFRR_P-UNIT_063-1,2026-05-23,aFRR,POS_022,110.0,PROVIDER_TO_GRID,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260523030-AFRR_P-UNIT_078-1,2026-05-23,aFRR,POS_022,749.0,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523030-AFRR_P-UNIT_104-1,2026-05-23,aFRR,POS_022,750.0,PROVIDER_TO_GRID,11.0,11.0,SK,ENTSO-E BalancingEnergyBids
20260523030-AFRR_P-UNIT_097-1,2026-05-23,aFRR,POS_022,85.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523030-AFRR_P-UNIT_009-1,2026-05-23,aFRR,POS_022,190.07,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523030-AFRR_P-UNIT_019-1,2026-05-23,aFRR,POS_022,228.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523030-AFRR_P-UNIT_106-1,2026-05-23,aFRR,POS_022,300.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523030-AFRR_P-UNIT_123-1,2026-05-23,aFRR,POS_022,189.0,PROVIDER_TO_GRID,8.0,8.0,SK,ENTSO-E BalancingEnergyBids
20260523030-AFRR_N-UNIT_068-1,2026-05-23,aFRR,NEG_022,-5.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523030-AFRR_N-UNIT_052-1,2026-05-23,aFRR,NEG_022,-30.0,GRID_TO_PROVIDER,11.0,11.0,SK,ENTSO-E BalancingEnergyBids
20260523030-AFRR_N-UNIT_051-1,2026-05-23,aFRR,NEG_022,-144.0,GRID_TO_PROVIDER,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523030-AFRR_N-UNIT_069-1,2026-05-23,aFRR,NEG_022,-150.0,GRID_TO_PROVIDER,12.0,12.0,SK,ENTSO-E BalancingEnergyBids
20260523030-AFRR_N-UNIT_028-1,2026-05-23,aFRR,NEG_022,-5.0,GRID_TO_PROVIDER,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523030-AFRR_N-UNIT_058-1,2026-05-23,aFRR,NEG_022,-50.0,GRID_TO_PROVIDER,2.0,2.0,SK,ENTSO-E BalancingEnergyBids
20260523030-AFRR_N-UNIT_013-1,2026-05-23,aFRR,NEG_022,-10.0,GRID_TO_PROVIDER,21.0,21.0,SK,ENTSO-E BalancingEnergyBids
20260523030-AFRR_N-UNIT_010-1,2026-05-23,aFRR,NEG_022,-10.0,GRID_TO_PROVIDER,30.0,30.0,SK,ENTSO-E BalancingEnergyBids
20260523030-AFRR_N-UNIT_062-1,2026-05-23,aFRR,NEG_022,-29.0,GRID_TO_PROVIDER,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260523030-AFRR_N-UNIT_043-1,2026-05-23,aFRR,NEG_022,10.0,GRID_TO_PROVIDER,4.0,4.0,SK,ENTSO-E BalancingEnergyBids
20260523030-AFRR_N-UNIT_104-1,2026-05-23,aFRR,NEG_022,-5.0,GRID_TO_PROVIDER,4.0,4.0,SK,ENTSO-E BalancingEnergyBids
20260523030-AFRR_N-UNIT_089-1,2026-05-23,aFRR,NEG_022,-153.83,GRID_TO_PROVIDER,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523030-AFRR_N-UNIT_097-1,2026-05-23,aFRR,NEG_022,0.0,GRID_TO_PROVIDER,6.0,6.0,SK,ENTSO-E BalancingEnergyBids
20260523030-AFRR_N-UNIT_019-1,2026-05-23,aFRR,NEG_022,-199.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523030-AFRR_N-UNIT_106-1,2026-05-23,aFRR,NEG_022,-19.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523030-AFRR_N-UNIT_123-1,2026-05-23,aFRR,NEG_022,-5.0,GRID_TO_PROVIDER,7.0,7.0,SK,ENTSO-E BalancingEnergyBids
20260523031-AFRR_P-UNIT_028-1,2026-05-23,aFRR,POS_023,72.01,PROVIDER_TO_GRID,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523031-AFRR_N-UNIT_013-1,2026-05-23,aFRR,NEG_023,-10.0,GRID_TO_PROVIDER,21.0,21.0,SK,ENTSO-E BalancingEnergyBids
20260523031-AFRR_N-UNIT_010-1,2026-05-23,aFRR,NEG_023,-10.0,GRID_TO_PROVIDER,30.0,30.0,SK,ENTSO-E BalancingEnergyBids
20260523031-AFRR_N-UNIT_062-1,2026-05-23,aFRR,NEG_023,-29.0,GRID_TO_PROVIDER,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260523031-AFRR_N-UNIT_043-1,2026-05-23,aFRR,NEG_023,10.0,GRID_TO_PROVIDER,4.0,4.0,SK,ENTSO-E BalancingEnergyBids
20260523031-AFRR_N-UNIT_104-1,2026-05-23,aFRR,NEG_023,-5.0,GRID_TO_PROVIDER,4.0,4.0,SK,ENTSO-E BalancingEnergyBids
20260523031-AFRR_N-UNIT_089-1,2026-05-23,aFRR,NEG_023,-167.84,GRID_TO_PROVIDER,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523031-AFRR_N-UNIT_097-1,2026-05-23,aFRR,NEG_023,0.0,GRID_TO_PROVIDER,6.0,6.0,SK,ENTSO-E BalancingEnergyBids
20260523031-AFRR_N-UNIT_019-1,2026-05-23,aFRR,NEG_023,-199.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523031-AFRR_N-UNIT_106-1,2026-05-23,aFRR,NEG_023,-19.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523031-AFRR_N-UNIT_123-1,2026-05-23,aFRR,NEG_023,-5.0,GRID_TO_PROVIDER,7.0,7.0,SK,ENTSO-E BalancingEnergyBids
20260523031-AFRR_P-UNIT_068-1,2026-05-23,aFRR,POS_023,132.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523031-AFRR_P-UNIT_065-1,2026-05-23,aFRR,POS_023,190.07,PROVIDER_TO_GRID,12.0,12.0,SK,ENTSO-E BalancingEnergyBids
20260523031-AFRR_P-UNIT_052-1,2026-05-23,aFRR,POS_023,150.0,PROVIDER_TO_GRID,27.0,27.0,SK,ENTSO-E BalancingEnergyBids
20260523031-AFRR_P-UNIT_047-1,2026-05-23,aFRR,POS_023,500.0,PROVIDER_TO_GRID,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260523031-AFRR_P-UNIT_051-1,2026-05-23,aFRR,POS_023,350.0,PROVIDER_TO_GRID,17.0,17.0,SK,ENTSO-E BalancingEnergyBids
20260523031-AFRR_P-UNIT_069-1,2026-05-23,aFRR,POS_023,135.0,PROVIDER_TO_GRID,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260523031-AFRR_P-UNIT_058-1,2026-05-23,aFRR,POS_023,200.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523031-AFRR_P-UNIT_008-1,2026-05-23,aFRR,POS_023,190.07,PROVIDER_TO_GRID,18.0,18.0,SK,ENTSO-E BalancingEnergyBids
20260523031-AFRR_P-UNIT_062-1,2026-05-23,aFRR,POS_023,105.0,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523031-AFRR_P-UNIT_043-1,2026-05-23,aFRR,POS_023,105.0,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523031-AFRR_P-UNIT_063-1,2026-05-23,aFRR,POS_023,110.0,PROVIDER_TO_GRID,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260523031-AFRR_P-UNIT_078-1,2026-05-23,aFRR,POS_023,749.0,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523031-AFRR_P-UNIT_104-1,2026-05-23,aFRR,POS_023,750.0,PROVIDER_TO_GRID,11.0,11.0,SK,ENTSO-E BalancingEnergyBids
20260523031-AFRR_P-UNIT_097-1,2026-05-23,aFRR,POS_023,85.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523031-AFRR_P-UNIT_009-1,2026-05-23,aFRR,POS_023,190.07,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523031-AFRR_P-UNIT_019-1,2026-05-23,aFRR,POS_023,216.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523031-AFRR_P-UNIT_106-1,2026-05-23,aFRR,POS_023,300.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523031-AFRR_P-UNIT_123-1,2026-05-23,aFRR,POS_023,189.0,PROVIDER_TO_GRID,8.0,8.0,SK,ENTSO-E BalancingEnergyBids
20260523031-AFRR_N-UNIT_068-1,2026-05-23,aFRR,NEG_023,-5.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523031-AFRR_N-UNIT_052-1,2026-05-23,aFRR,NEG_023,-30.0,GRID_TO_PROVIDER,11.0,11.0,SK,ENTSO-E BalancingEnergyBids
20260523031-AFRR_N-UNIT_051-1,2026-05-23,aFRR,NEG_023,-144.0,GRID_TO_PROVIDER,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523031-AFRR_N-UNIT_069-1,2026-05-23,aFRR,NEG_023,-150.0,GRID_TO_PROVIDER,12.0,12.0,SK,ENTSO-E BalancingEnergyBids
