,id,DELIVERY_DATE,TYPE_OF_RESERVES,PRODUCT,ENERGY_PRICE_[EUR/MWh],ENERGY_PRICE_PAYMENT_DIRECTION,OFFERED_CAPACITY_[MW],ALLOCATED_CAPACITY_[MW],COUNTRY,NOTE
5629,47733693,2025-03-01,aFRR,NEG_006,3589.31,GRID_TO_PROVIDER,1.0,1.0,DE,
5630,47733694,2025-03-01,aFRR,NEG_006,4754.31,GRID_TO_PROVIDER,1.0,1.0,DE,
5631,47733695,2025-03-01,aFRR,NEG_006,5920.31,GRID_TO_PROVIDER,1.0,1.0,DE,
5632,47733696,2025-03-01,aFRR,NEG_006,7086.31,GRID_TO_PROVIDER,1.0,1.0,DE,
5633,47733697,2025-03-01,aFRR,NEG_006,8251.31,GRID_TO_PROVIDER,1.0,1.0,DE,
5634,47733698,2025-03-01,aFRR,NEG_006,9120.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5635,47733699,2025-03-01,aFRR,NEG_006,9761.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5636,47733700,2025-03-01,aFRR,NEG_006,10403.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5637,47733701,2025-03-01,aFRR,NEG_006,11044.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5638,47733702,2025-03-01,aFRR,NEG_006,11686.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5639,47733703,2025-03-01,aFRR,NEG_006,12327.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5640,47733704,2025-03-01,aFRR,NEG_006,12969.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5641,47733705,2025-03-01,aFRR,NEG_006,13610.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5642,47733706,2025-03-01,aFRR,NEG_006,14252.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5643,47733707,2025-03-01,aFRR,NEG_006,14893.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5644,47733708,2025-03-01,aFRR,NEG_006,149.39,GRID_TO_PROVIDER,3.0,3.0,DE,
5645,47733709,2025-03-01,aFRR,NEG_006,213.12,GRID_TO_PROVIDER,1.0,1.0,DE,
5646,47733710,2025-03-01,aFRR,NEG_006,300.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5647,47733711,2025-03-01,aFRR,NEG_006,300.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5648,47733712,2025-03-01,aFRR,NEG_006,300.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5649,47733713,2025-03-01,aFRR,NEG_006,300.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5650,47733714,2025-03-01,aFRR,NEG_006,317.4,GRID_TO_PROVIDER,1.0,1.0,DE,
5651,47733715,2025-03-01,aFRR,NEG_006,340.5,GRID_TO_PROVIDER,1.0,1.0,DE,
5652,47733716,2025-03-01,aFRR,NEG_006,363.6,GRID_TO_PROVIDER,1.0,1.0,DE,
5653,47733717,2025-03-01,aFRR,NEG_006,386.7,GRID_TO_PROVIDER,1.0,1.0,DE,
5654,47733718,2025-03-01,aFRR,NEG_006,400.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5655,47733719,2025-03-01,aFRR,NEG_006,409.8,GRID_TO_PROVIDER,1.0,1.0,DE,
5656,47733720,2025-03-01,aFRR,NEG_006,432.9,GRID_TO_PROVIDER,1.0,1.0,DE,
5657,47733721,2025-03-01,aFRR,NEG_006,456.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5658,47733722,2025-03-01,aFRR,NEG_006,5200.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5659,47733723,2025-03-01,aFRR,NEG_006,10000.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5660,47733724,2025-03-01,aFRR,NEG_006,15000.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5661,47733725,2025-03-01,aFRR,NEG_006,510.0,GRID_TO_PROVIDER,2.0,2.0,DE,
5662,47733726,2025-03-01,aFRR,NEG_006,275.0,GRID_TO_PROVIDER,2.0,2.0,DE,
5663,47733727,2025-03-01,aFRR,NEG_006,78.74,PROVIDER_TO_GRID,1.0,1.0,DE,
5664,47733728,2025-03-01,aFRR,NEG_006,78.73,PROVIDER_TO_GRID,1.0,1.0,DE,
5665,47733729,2025-03-01,aFRR,NEG_006,78.73,PROVIDER_TO_GRID,1.0,1.0,DE,
5666,47733730,2025-03-01,aFRR,NEG_006,78.71,PROVIDER_TO_GRID,1.0,1.0,DE,
5667,47733731,2025-03-01,aFRR,NEG_006,78.68,PROVIDER_TO_GRID,1.0,1.0,DE,
5668,47733732,2025-03-01,aFRR,NEG_006,78.66,PROVIDER_TO_GRID,1.0,1.0,DE,
5669,47733733,2025-03-01,aFRR,NEG_006,78.64,PROVIDER_TO_GRID,1.0,1.0,DE,
5670,47733734,2025-03-01,aFRR,NEG_007,76.93,PROVIDER_TO_GRID,1.0,1.0,DE,
5671,47733735,2025-03-01,aFRR,NEG_007,76.93,PROVIDER_TO_GRID,1.0,1.0,DE,
5672,47733736,2025-03-01,aFRR,NEG_007,76.93,PROVIDER_TO_GRID,1.0,1.0,DE,
5673,47733737,2025-03-01,aFRR,NEG_007,76.93,PROVIDER_TO_GRID,1.0,1.0,DE,
5674,47733738,2025-03-01,aFRR,NEG_007,76.91,PROVIDER_TO_GRID,1.0,1.0,DE,
5675,47733739,2025-03-01,aFRR,NEG_007,76.91,PROVIDER_TO_GRID,1.0,1.0,DE,
5676,47733740,2025-03-01,aFRR,NEG_007,76.87,PROVIDER_TO_GRID,1.0,1.0,DE,
5677,47733741,2025-03-01,aFRR,NEG_007,76.87,PROVIDER_TO_GRID,1.0,1.0,DE,
5678,47733742,2025-03-01,aFRR,NEG_007,36.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5679,47733743,2025-03-01,aFRR,NEG_007,36.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5680,47733744,2025-03-01,aFRR,NEG_007,36.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5681,47733745,2025-03-01,aFRR,NEG_007,36.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5682,47733746,2025-03-01,aFRR,NEG_007,76.7,PROVIDER_TO_GRID,1.0,1.0,DE,
5683,47733747,2025-03-01,aFRR,NEG_007,76.65,PROVIDER_TO_GRID,1.0,1.0,DE,
5684,47733748,2025-03-01,aFRR,NEG_007,76.61,PROVIDER_TO_GRID,1.0,1.0,DE,
5685,47733749,2025-03-01,aFRR,NEG_007,76.61,PROVIDER_TO_GRID,1.0,1.0,DE,
5686,47733750,2025-03-01,aFRR,NEG_007,999.0,GRID_TO_PROVIDER,5.0,5.0,DE,
5687,47733751,2025-03-01,aFRR,NEG_007,1999.0,GRID_TO_PROVIDER,5.0,5.0,DE,
5688,47733752,2025-03-01,aFRR,NEG_007,2999.0,GRID_TO_PROVIDER,5.0,5.0,DE,
5689,47733753,2025-03-01,aFRR,NEG_007,90.32,PROVIDER_TO_GRID,1.0,1.0,DE,
5690,47733754,2025-03-01,aFRR,NEG_007,77.92,PROVIDER_TO_GRID,3.0,3.0,DE,
5691,47733755,2025-03-01,aFRR,NEG_007,300.0,GRID_TO_PROVIDER,4.0,4.0,DE,
5692,47733756,2025-03-01,aFRR,NEG_007,8.0,GRID_TO_PROVIDER,5.0,5.0,DE,
5693,47733757,2025-03-01,aFRR,NEG_007,21.0,GRID_TO_PROVIDER,5.0,5.0,DE,
5694,47733758,2025-03-01,aFRR,NEG_007,43.0,GRID_TO_PROVIDER,5.0,5.0,DE,
5695,47733759,2025-03-01,aFRR,NEG_007,87.0,GRID_TO_PROVIDER,5.0,5.0,DE,
5696,47733760,2025-03-01,aFRR,NEG_007,136.0,GRID_TO_PROVIDER,5.0,5.0,DE,
5697,47733761,2025-03-01,aFRR,NEG_007,4979.0,GRID_TO_PROVIDER,3.0,3.0,DE,
5698,47733762,2025-03-01,aFRR,NEG_007,300.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5699,47733763,2025-03-01,aFRR,NEG_007,300.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5700,47733764,2025-03-01,aFRR,NEG_007,300.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5701,47733765,2025-03-01,aFRR,NEG_007,300.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5702,47733766,2025-03-01,aFRR,NEG_007,300.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5703,47733767,2025-03-01,aFRR,NEG_007,300.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5704,47733768,2025-03-01,aFRR,NEG_007,300.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5705,47733769,2025-03-01,aFRR,NEG_007,300.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5706,47733770,2025-03-01,aFRR,NEG_007,300.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5707,47733771,2025-03-01,aFRR,NEG_007,300.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5708,47733772,2025-03-01,aFRR,NEG_007,301.15,GRID_TO_PROVIDER,1.0,1.0,DE,
5709,47733773,2025-03-01,aFRR,NEG_007,308.76,GRID_TO_PROVIDER,1.0,1.0,DE,
5710,47733774,2025-03-01,aFRR,NEG_007,316.38,GRID_TO_PROVIDER,1.0,1.0,DE,
5711,47733775,2025-03-01,aFRR,NEG_007,324.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5712,47733776,2025-03-01,aFRR,NEG_007,331.61,GRID_TO_PROVIDER,1.0,1.0,DE,
5713,47733777,2025-03-01,aFRR,NEG_007,339.23,GRID_TO_PROVIDER,1.0,1.0,DE,
5714,47733778,2025-03-01,aFRR,NEG_007,346.84,GRID_TO_PROVIDER,1.0,1.0,DE,
5715,47733779,2025-03-01,aFRR,NEG_007,77.27,PROVIDER_TO_GRID,1.0,1.0,DE,
5716,47733780,2025-03-01,aFRR,NEG_007,77.25,PROVIDER_TO_GRID,1.0,1.0,DE,
5717,47733781,2025-03-01,aFRR,NEG_007,77.25,PROVIDER_TO_GRID,1.0,1.0,DE,
5718,47733782,2025-03-01,aFRR,NEG_007,77.22,PROVIDER_TO_GRID,1.0,1.0,DE,
5719,47733783,2025-03-01,aFRR,NEG_007,77.2,PROVIDER_TO_GRID,1.0,1.0,DE,
5720,47733784,2025-03-01,aFRR,NEG_007,77.18,PROVIDER_TO_GRID,1.0,1.0,DE,
5721,47733785,2025-03-01,aFRR,NEG_007,77.17,PROVIDER_TO_GRID,1.0,1.0,DE,
5722,47733786,2025-03-01,aFRR,NEG_007,77.17,PROVIDER_TO_GRID,1.0,1.0,DE,
5723,47733787,2025-03-01,aFRR,NEG_007,77.17,PROVIDER_TO_GRID,1.0,1.0,DE,
5724,47733788,2025-03-01,aFRR,NEG_007,77.16,PROVIDER_TO_GRID,1.0,1.0,DE,
5725,47733789,2025-03-01,aFRR,NEG_007,77.15,PROVIDER_TO_GRID,1.0,1.0,DE,
5726,47733790,2025-03-01,aFRR,NEG_007,77.15,PROVIDER_TO_GRID,1.0,1.0,DE,
5727,47733791,2025-03-01,aFRR,NEG_007,77.14,PROVIDER_TO_GRID,1.0,1.0,DE,
5728,47733792,2025-03-01,aFRR,NEG_007,77.13,PROVIDER_TO_GRID,1.0,1.0,DE,
5729,47733793,2025-03-01,aFRR,NEG_007,77.12,PROVIDER_TO_GRID,1.0,1.0,DE,
5730,47733794,2025-03-01,aFRR,NEG_007,77.1,PROVIDER_TO_GRID,1.0,1.0,DE,
5731,47733795,2025-03-01,aFRR,NEG_007,77.1,PROVIDER_TO_GRID,1.0,1.0,DE,
5732,47733796,2025-03-01,aFRR,NEG_007,77.09,PROVIDER_TO_GRID,1.0,1.0,DE,
5733,47733797,2025-03-01,aFRR,NEG_007,77.05,PROVIDER_TO_GRID,1.0,1.0,DE,
5734,47733798,2025-03-01,aFRR,NEG_007,77.01,PROVIDER_TO_GRID,1.0,1.0,DE,
5735,47733799,2025-03-01,aFRR,NEG_007,76.98,PROVIDER_TO_GRID,1.0,1.0,DE,
5736,47733800,2025-03-01,aFRR,NEG_007,76.98,PROVIDER_TO_GRID,1.0,1.0,DE,
5737,47733801,2025-03-01,aFRR,NEG_007,76.98,PROVIDER_TO_GRID,1.0,1.0,DE,
5738,47733802,2025-03-01,aFRR,NEG_007,76.96,PROVIDER_TO_GRID,1.0,1.0,DE,
5739,47733803,2025-03-01,aFRR,NEG_007,76.95,PROVIDER_TO_GRID,1.0,1.0,DE,
5740,47733804,2025-03-01,aFRR,NEG_007,76.93,PROVIDER_TO_GRID,1.0,1.0,DE,
5741,47733805,2025-03-01,aFRR,NEG_007,76.93,PROVIDER_TO_GRID,1.0,1.0,DE,
5742,47733806,2025-03-01,aFRR,NEG_007,36.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5743,47733807,2025-03-01,aFRR,NEG_007,36.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5744,47733808,2025-03-01,aFRR,NEG_007,36.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5745,47733809,2025-03-01,aFRR,NEG_007,36.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5746,47733810,2025-03-01,aFRR,NEG_007,36.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5747,47733811,2025-03-01,aFRR,NEG_007,36.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5748,47733812,2025-03-01,aFRR,NEG_007,36.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5749,47733813,2025-03-01,aFRR,NEG_007,36.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5750,47733814,2025-03-01,aFRR,NEG_007,76.87,PROVIDER_TO_GRID,1.0,1.0,DE,
5751,47733815,2025-03-01,aFRR,NEG_007,76.86,PROVIDER_TO_GRID,1.0,1.0,DE,
5752,47733816,2025-03-01,aFRR,NEG_007,76.85,PROVIDER_TO_GRID,1.0,1.0,DE,
5753,47733817,2025-03-01,aFRR,NEG_007,76.84,PROVIDER_TO_GRID,1.0,1.0,DE,
5754,47733818,2025-03-01,aFRR,NEG_007,76.83,PROVIDER_TO_GRID,1.0,1.0,DE,
5755,47733819,2025-03-01,aFRR,NEG_007,76.83,PROVIDER_TO_GRID,1.0,1.0,DE,
5756,47733820,2025-03-01,aFRR,NEG_007,76.82,PROVIDER_TO_GRID,1.0,1.0,DE,
5757,47733821,2025-03-01,aFRR,NEG_007,76.79,PROVIDER_TO_GRID,1.0,1.0,DE,
5758,47733822,2025-03-01,aFRR,NEG_007,76.78,PROVIDER_TO_GRID,1.0,1.0,DE,
5759,47733823,2025-03-01,aFRR,NEG_007,76.77,PROVIDER_TO_GRID,1.0,1.0,DE,
5760,47733824,2025-03-01,aFRR,NEG_007,76.77,PROVIDER_TO_GRID,1.0,1.0,DE,
5761,47733825,2025-03-01,aFRR,NEG_007,76.77,PROVIDER_TO_GRID,1.0,1.0,DE,
5762,47733826,2025-03-01,aFRR,NEG_007,76.76,PROVIDER_TO_GRID,1.0,1.0,DE,
5763,47733827,2025-03-01,aFRR,NEG_007,76.74,PROVIDER_TO_GRID,1.0,1.0,DE,
5764,47733828,2025-03-01,aFRR,NEG_007,76.71,PROVIDER_TO_GRID,1.0,1.0,DE,
5765,47733829,2025-03-01,aFRR,NEG_007,76.71,PROVIDER_TO_GRID,1.0,1.0,DE,
5766,47733830,2025-03-01,aFRR,NEG_007,76.71,PROVIDER_TO_GRID,1.0,1.0,DE,
5767,47733831,2025-03-01,aFRR,NEG_007,76.7,PROVIDER_TO_GRID,1.0,1.0,DE,
5768,47733832,2025-03-01,aFRR,NEG_007,354.46,GRID_TO_PROVIDER,1.0,1.0,DE,
5769,47733833,2025-03-01,aFRR,NEG_007,362.07,GRID_TO_PROVIDER,1.0,1.0,DE,
5770,47733834,2025-03-01,aFRR,NEG_007,369.69,GRID_TO_PROVIDER,1.0,1.0,DE,
5771,47733835,2025-03-01,aFRR,NEG_007,377.3,GRID_TO_PROVIDER,1.0,1.0,DE,
5772,47733836,2025-03-01,aFRR,NEG_007,384.92,GRID_TO_PROVIDER,1.0,1.0,DE,
5773,47733837,2025-03-01,aFRR,NEG_007,392.53,GRID_TO_PROVIDER,1.0,1.0,DE,
5774,47733838,2025-03-01,aFRR,NEG_007,400.15,GRID_TO_PROVIDER,1.0,1.0,DE,
5775,47733839,2025-03-01,aFRR,NEG_007,407.76,GRID_TO_PROVIDER,1.0,1.0,DE,
5776,47733840,2025-03-01,aFRR,NEG_007,415.38,GRID_TO_PROVIDER,1.0,1.0,DE,
5777,47733841,2025-03-01,aFRR,NEG_007,423.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5778,47733842,2025-03-01,aFRR,NEG_007,430.61,GRID_TO_PROVIDER,1.0,1.0,DE,
5779,47733843,2025-03-01,aFRR,NEG_007,438.23,GRID_TO_PROVIDER,1.0,1.0,DE,
5780,47733844,2025-03-01,aFRR,NEG_007,445.84,GRID_TO_PROVIDER,1.0,1.0,DE,
5781,47733845,2025-03-01,aFRR,NEG_007,453.46,GRID_TO_PROVIDER,1.0,1.0,DE,
5782,47733846,2025-03-01,aFRR,NEG_007,461.07,GRID_TO_PROVIDER,1.0,1.0,DE,
5783,47733847,2025-03-01,aFRR,NEG_007,500.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5784,47733848,2025-03-01,aFRR,NEG_007,500.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5785,47733849,2025-03-01,aFRR,NEG_007,500.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5786,47733850,2025-03-01,aFRR,NEG_007,500.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5787,47733851,2025-03-01,aFRR,NEG_007,500.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5788,47733852,2025-03-01,aFRR,NEG_007,506.76,GRID_TO_PROVIDER,1.0,1.0,DE,
5789,47733853,2025-03-01,aFRR,NEG_007,514.38,GRID_TO_PROVIDER,1.0,1.0,DE,
5790,47733854,2025-03-01,aFRR,NEG_007,522.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5791,47733855,2025-03-01,aFRR,NEG_007,15000.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5792,47733856,2025-03-01,aFRR,NEG_007,15000.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5793,47733857,2025-03-01,aFRR,NEG_007,15000.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5794,47733858,2025-03-01,aFRR,NEG_007,1700.0,GRID_TO_PROVIDER,5.0,5.0,DE,
5795,47733859,2025-03-01,aFRR,NEG_007,380.0,GRID_TO_PROVIDER,2.0,2.0,DE,
5796,47733860,2025-03-01,aFRR,NEG_007,93.74,PROVIDER_TO_GRID,9.0,9.0,DE,
5797,47733861,2025-03-01,aFRR,NEG_007,48.02,PROVIDER_TO_GRID,5.0,5.0,DE,
5798,47733862,2025-03-01,aFRR,NEG_007,200.0,GRID_TO_PROVIDER,9.0,9.0,DE,
5799,47733863,2025-03-01,aFRR,NEG_007,300.0,GRID_TO_PROVIDER,93.0,93.0,DE,
5800,47733864,2025-03-01,aFRR,NEG_007,510.0,GRID_TO_PROVIDER,11.0,11.0,DE,
5801,47733865,2025-03-01,aFRR,NEG_007,666.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5802,47733866,2025-03-01,aFRR,NEG_007,36.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5803,47733867,2025-03-01,aFRR,NEG_007,36.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5804,47733868,2025-03-01,aFRR,NEG_007,36.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5805,47733869,2025-03-01,aFRR,NEG_007,36.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5806,47733870,2025-03-01,aFRR,NEG_007,75.29,PROVIDER_TO_GRID,1.0,1.0,DE,
5807,47733871,2025-03-01,aFRR,NEG_007,75.28,PROVIDER_TO_GRID,1.0,1.0,DE,
5808,47733872,2025-03-01,aFRR,NEG_007,75.28,PROVIDER_TO_GRID,1.0,1.0,DE,
5809,47733873,2025-03-01,aFRR,NEG_007,75.24,PROVIDER_TO_GRID,1.0,1.0,DE,
5810,47733874,2025-03-01,aFRR,NEG_007,75.23,PROVIDER_TO_GRID,1.0,1.0,DE,
5811,47733875,2025-03-01,aFRR,NEG_007,75.23,PROVIDER_TO_GRID,1.0,1.0,DE,
5812,47733876,2025-03-01,aFRR,NEG_007,75.22,PROVIDER_TO_GRID,1.0,1.0,DE,
5813,47733877,2025-03-01,aFRR,NEG_007,75.12,PROVIDER_TO_GRID,1.0,1.0,DE,
5814,47733878,2025-03-01,aFRR,NEG_007,76.58,PROVIDER_TO_GRID,1.0,1.0,DE,
5815,47733879,2025-03-01,aFRR,NEG_007,76.56,PROVIDER_TO_GRID,1.0,1.0,DE,
5816,47733880,2025-03-01,aFRR,NEG_007,76.55,PROVIDER_TO_GRID,1.0,1.0,DE,
5817,47733881,2025-03-01,aFRR,NEG_007,76.55,PROVIDER_TO_GRID,1.0,1.0,DE,
5818,47733882,2025-03-01,aFRR,NEG_007,76.54,PROVIDER_TO_GRID,1.0,1.0,DE,
5819,47733883,2025-03-01,aFRR,NEG_007,76.5,PROVIDER_TO_GRID,1.0,1.0,DE,
5820,47733884,2025-03-01,aFRR,NEG_007,76.48,PROVIDER_TO_GRID,1.0,1.0,DE,
5821,47733885,2025-03-01,aFRR,NEG_007,76.46,PROVIDER_TO_GRID,1.0,1.0,DE,
5822,47733886,2025-03-01,aFRR,NEG_007,76.46,PROVIDER_TO_GRID,1.0,1.0,DE,
5823,47733887,2025-03-01,aFRR,NEG_007,76.44,PROVIDER_TO_GRID,1.0,1.0,DE,
5824,47733888,2025-03-01,aFRR,NEG_007,76.42,PROVIDER_TO_GRID,1.0,1.0,DE,
5825,47733889,2025-03-01,aFRR,NEG_007,76.41,PROVIDER_TO_GRID,1.0,1.0,DE,
5826,47733890,2025-03-01,aFRR,NEG_007,76.39,PROVIDER_TO_GRID,1.0,1.0,DE,
5827,47733891,2025-03-01,aFRR,NEG_007,76.39,PROVIDER_TO_GRID,1.0,1.0,DE,
5828,47733892,2025-03-01,aFRR,NEG_007,76.38,PROVIDER_TO_GRID,1.0,1.0,DE,
5829,47733893,2025-03-01,aFRR,NEG_007,76.37,PROVIDER_TO_GRID,1.0,1.0,DE,
5830,47733894,2025-03-01,aFRR,NEG_007,76.34,PROVIDER_TO_GRID,1.0,1.0,DE,
5831,47733895,2025-03-01,aFRR,NEG_007,76.34,PROVIDER_TO_GRID,1.0,1.0,DE,
5832,47733896,2025-03-01,aFRR,NEG_007,76.32,PROVIDER_TO_GRID,1.0,1.0,DE,
5833,47733897,2025-03-01,aFRR,NEG_007,76.31,PROVIDER_TO_GRID,1.0,1.0,DE,
5834,47733898,2025-03-01,aFRR,NEG_007,76.3,PROVIDER_TO_GRID,1.0,1.0,DE,
5835,47733899,2025-03-01,aFRR,NEG_007,76.29,PROVIDER_TO_GRID,1.0,1.0,DE,
5836,47733900,2025-03-01,aFRR,NEG_007,76.29,PROVIDER_TO_GRID,1.0,1.0,DE,
5837,47733901,2025-03-01,aFRR,NEG_007,76.27,PROVIDER_TO_GRID,1.0,1.0,DE,
5838,47733902,2025-03-01,aFRR,NEG_007,76.25,PROVIDER_TO_GRID,1.0,1.0,DE,
5839,47733903,2025-03-01,aFRR,NEG_007,76.2,PROVIDER_TO_GRID,1.0,1.0,DE,
5840,47733904,2025-03-01,aFRR,NEG_007,76.2,PROVIDER_TO_GRID,1.0,1.0,DE,
5841,47733905,2025-03-01,aFRR,NEG_007,76.16,PROVIDER_TO_GRID,1.0,1.0,DE,
5842,47733906,2025-03-01,aFRR,NEG_007,76.15,PROVIDER_TO_GRID,1.0,1.0,DE,
5843,47733907,2025-03-01,aFRR,NEG_007,76.15,PROVIDER_TO_GRID,1.0,1.0,DE,
5844,47733908,2025-03-01,aFRR,NEG_007,76.14,PROVIDER_TO_GRID,1.0,1.0,DE,
5845,47733909,2025-03-01,aFRR,NEG_007,76.13,PROVIDER_TO_GRID,1.0,1.0,DE,
5846,47733910,2025-03-01,aFRR,NEG_007,76.11,PROVIDER_TO_GRID,1.0,1.0,DE,
5847,47733911,2025-03-01,aFRR,NEG_007,76.1,PROVIDER_TO_GRID,1.0,1.0,DE,
5848,47733912,2025-03-01,aFRR,NEG_007,76.09,PROVIDER_TO_GRID,1.0,1.0,DE,
5849,47733913,2025-03-01,aFRR,NEG_007,76.06,PROVIDER_TO_GRID,1.0,1.0,DE,
5850,47733914,2025-03-01,aFRR,NEG_007,76.04,PROVIDER_TO_GRID,1.0,1.0,DE,
5851,47733915,2025-03-01,aFRR,NEG_007,76.01,PROVIDER_TO_GRID,1.0,1.0,DE,
5852,47733916,2025-03-01,aFRR,NEG_007,75.99,PROVIDER_TO_GRID,1.0,1.0,DE,
5853,47733917,2025-03-01,aFRR,NEG_007,75.96,PROVIDER_TO_GRID,1.0,1.0,DE,
5854,47733918,2025-03-01,aFRR,NEG_007,75.96,PROVIDER_TO_GRID,1.0,1.0,DE,
5855,47733919,2025-03-01,aFRR,NEG_007,75.92,PROVIDER_TO_GRID,1.0,1.0,DE,
5856,47733920,2025-03-01,aFRR,NEG_007,75.9,PROVIDER_TO_GRID,1.0,1.0,DE,
5857,47733921,2025-03-01,aFRR,NEG_007,75.89,PROVIDER_TO_GRID,1.0,1.0,DE,
5858,47733922,2025-03-01,aFRR,NEG_007,75.88,PROVIDER_TO_GRID,1.0,1.0,DE,
5859,47733923,2025-03-01,aFRR,NEG_007,75.83,PROVIDER_TO_GRID,1.0,1.0,DE,
5860,47733924,2025-03-01,aFRR,NEG_007,75.82,PROVIDER_TO_GRID,1.0,1.0,DE,
5861,47733925,2025-03-01,aFRR,NEG_007,75.81,PROVIDER_TO_GRID,1.0,1.0,DE,
5862,47733926,2025-03-01,aFRR,NEG_007,75.8,PROVIDER_TO_GRID,1.0,1.0,DE,
5863,47733927,2025-03-01,aFRR,NEG_007,36.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5864,47733928,2025-03-01,aFRR,NEG_007,36.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5865,47733929,2025-03-01,aFRR,NEG_007,36.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5866,47733930,2025-03-01,aFRR,NEG_007,36.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5867,47733931,2025-03-01,aFRR,NEG_007,36.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5868,47733932,2025-03-01,aFRR,NEG_007,36.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5869,47733933,2025-03-01,aFRR,NEG_007,36.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5870,47733934,2025-03-01,aFRR,NEG_007,4745.31,GRID_TO_PROVIDER,1.0,1.0,DE,
5871,47733935,2025-03-01,aFRR,NEG_007,4920.31,GRID_TO_PROVIDER,1.0,1.0,DE,
5872,47733936,2025-03-01,aFRR,NEG_007,5095.31,GRID_TO_PROVIDER,1.0,1.0,DE,
5873,47733937,2025-03-01,aFRR,NEG_007,5270.31,GRID_TO_PROVIDER,1.0,1.0,DE,
5874,47733938,2025-03-01,aFRR,NEG_007,5445.31,GRID_TO_PROVIDER,1.0,1.0,DE,
5875,47733939,2025-03-01,aFRR,NEG_007,59.08,PROVIDER_TO_GRID,1.0,1.0,DE,
5876,47733940,2025-03-01,aFRR,NEG_007,58.91,PROVIDER_TO_GRID,1.0,1.0,DE,
5877,47733941,2025-03-01,aFRR,NEG_007,58.91,PROVIDER_TO_GRID,1.0,1.0,DE,
5878,47733942,2025-03-01,aFRR,NEG_007,36.0,GRID_TO_PROVIDER,1.0,1.0,DE,
5879,47733943,2025-03-01,aFRR,NEG_007,36.0,GRID_TO_PROVIDER,1.0,1.0,DE,
