id,DELIVERY_DATE,TYPE_OF_RESERVES,PRODUCT,ENERGY_PRICE_[EUR/MWh],ENERGY_PRICE_PAYMENT_DIRECTION,OFFERED_CAPACITY_[MW],ALLOCATED_CAPACITY_[MW],COUNTRY,NOTE
20260226021-AFRR_N-UNIT_089-1,2026-02-26,aFRR,NEG_021,-191.82,GRID_TO_PROVIDER,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260226021-AFRR_N-UNIT_104-1,2026-02-26,aFRR,NEG_021,20.0,GRID_TO_PROVIDER,4.0,4.0,SK,ENTSO-E BalancingEnergyBids
20260226021-AFRR_N-UNIT_106-1,2026-02-26,aFRR,NEG_021,-19.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226021-AFRR_P-UNIT_003-1,2026-02-26,aFRR,POS_021,189.0,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260226021-AFRR_P-UNIT_009-1,2026-02-26,aFRR,POS_021,165.0,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260226021-AFRR_P-UNIT_019-1,2026-02-26,aFRR,POS_021,251.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226021-AFRR_P-UNIT_028-1,2026-02-26,aFRR,POS_021,50.0,PROVIDER_TO_GRID,11.0,11.0,SK,ENTSO-E BalancingEnergyBids
20260226021-AFRR_P-UNIT_047-1,2026-02-26,aFRR,POS_021,0.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226021-AFRR_P-UNIT_052-1,2026-02-26,aFRR,POS_021,130.0,PROVIDER_TO_GRID,23.0,23.0,SK,ENTSO-E BalancingEnergyBids
20260226021-AFRR_P-UNIT_058-1,2026-02-26,aFRR,POS_021,132.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226021-AFRR_P-UNIT_062-1,2026-02-26,aFRR,POS_021,90.0,PROVIDER_TO_GRID,9.0,9.0,SK,ENTSO-E BalancingEnergyBids
20260226021-AFRR_P-UNIT_063-1,2026-02-26,aFRR,POS_021,140.0,PROVIDER_TO_GRID,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260226021-AFRR_P-UNIT_065-1,2026-02-26,aFRR,POS_021,165.0,PROVIDER_TO_GRID,16.0,16.0,SK,ENTSO-E BalancingEnergyBids
20260226021-AFRR_P-UNIT_068-1,2026-02-26,aFRR,POS_021,132.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226021-AFRR_P-UNIT_069-1,2026-02-26,aFRR,POS_021,100.0,PROVIDER_TO_GRID,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260226021-AFRR_P-UNIT_097-1,2026-02-26,aFRR,POS_021,85.0,PROVIDER_TO_GRID,7.0,7.0,SK,ENTSO-E BalancingEnergyBids
20260226021-AFRR_P-UNIT_104-1,2026-02-26,aFRR,POS_021,750.0,PROVIDER_TO_GRID,11.0,11.0,SK,ENTSO-E BalancingEnergyBids
20260226021-AFRR_P-UNIT_106-1,2026-02-26,aFRR,POS_021,300.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226022-AFRR_N-UNIT_003-1,2026-02-26,aFRR,NEG_022,-5.0,GRID_TO_PROVIDER,7.0,7.0,SK,ENTSO-E BalancingEnergyBids
20260226022-AFRR_N-UNIT_013-1,2026-02-26,aFRR,NEG_022,-20.0,GRID_TO_PROVIDER,30.0,30.0,SK,ENTSO-E BalancingEnergyBids
20260226022-AFRR_N-UNIT_019-1,2026-02-26,aFRR,NEG_022,-199.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226022-AFRR_N-UNIT_028-1,2026-02-26,aFRR,NEG_022,-200.0,GRID_TO_PROVIDER,14.0,14.0,SK,ENTSO-E BalancingEnergyBids
20260226022-AFRR_N-UNIT_043-1,2026-02-26,aFRR,NEG_022,10.0,GRID_TO_PROVIDER,7.0,7.0,SK,ENTSO-E BalancingEnergyBids
20260226022-AFRR_N-UNIT_052-1,2026-02-26,aFRR,NEG_022,-30.0,GRID_TO_PROVIDER,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260226022-AFRR_N-UNIT_058-1,2026-02-26,aFRR,NEG_022,-5.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226022-AFRR_N-UNIT_062-1,2026-02-26,aFRR,NEG_022,-29.0,GRID_TO_PROVIDER,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260226022-AFRR_N-UNIT_068-1,2026-02-26,aFRR,NEG_022,-5.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226022-AFRR_N-UNIT_069-1,2026-02-26,aFRR,NEG_022,-150.0,GRID_TO_PROVIDER,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260226022-AFRR_N-UNIT_089-1,2026-02-26,aFRR,NEG_022,-186.69,GRID_TO_PROVIDER,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260226022-AFRR_N-UNIT_104-1,2026-02-26,aFRR,NEG_022,20.0,GRID_TO_PROVIDER,4.0,4.0,SK,ENTSO-E BalancingEnergyBids
20260226022-AFRR_N-UNIT_106-1,2026-02-26,aFRR,NEG_022,-19.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226022-AFRR_P-UNIT_003-1,2026-02-26,aFRR,POS_022,189.0,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260226022-AFRR_P-UNIT_009-1,2026-02-26,aFRR,POS_022,165.0,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260226022-AFRR_P-UNIT_019-1,2026-02-26,aFRR,POS_022,251.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226022-AFRR_P-UNIT_028-1,2026-02-26,aFRR,POS_022,50.0,PROVIDER_TO_GRID,11.0,11.0,SK,ENTSO-E BalancingEnergyBids
20260226022-AFRR_P-UNIT_047-1,2026-02-26,aFRR,POS_022,0.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226022-AFRR_P-UNIT_052-1,2026-02-26,aFRR,POS_022,130.0,PROVIDER_TO_GRID,23.0,23.0,SK,ENTSO-E BalancingEnergyBids
20260226022-AFRR_P-UNIT_058-1,2026-02-26,aFRR,POS_022,132.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226022-AFRR_P-UNIT_062-1,2026-02-26,aFRR,POS_022,90.0,PROVIDER_TO_GRID,9.0,9.0,SK,ENTSO-E BalancingEnergyBids
20260226022-AFRR_P-UNIT_063-1,2026-02-26,aFRR,POS_022,140.0,PROVIDER_TO_GRID,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260226022-AFRR_P-UNIT_065-1,2026-02-26,aFRR,POS_022,165.0,PROVIDER_TO_GRID,16.0,16.0,SK,ENTSO-E BalancingEnergyBids
20260226022-AFRR_P-UNIT_068-1,2026-02-26,aFRR,POS_022,132.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226022-AFRR_P-UNIT_069-1,2026-02-26,aFRR,POS_022,100.0,PROVIDER_TO_GRID,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260226022-AFRR_P-UNIT_097-1,2026-02-26,aFRR,POS_022,85.0,PROVIDER_TO_GRID,7.0,7.0,SK,ENTSO-E BalancingEnergyBids
20260226022-AFRR_P-UNIT_104-1,2026-02-26,aFRR,POS_022,750.0,PROVIDER_TO_GRID,11.0,11.0,SK,ENTSO-E BalancingEnergyBids
20260226022-AFRR_P-UNIT_106-1,2026-02-26,aFRR,POS_022,300.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226023-AFRR_N-UNIT_003-1,2026-02-26,aFRR,NEG_023,-5.0,GRID_TO_PROVIDER,7.0,7.0,SK,ENTSO-E BalancingEnergyBids
20260226023-AFRR_N-UNIT_013-1,2026-02-26,aFRR,NEG_023,-20.0,GRID_TO_PROVIDER,30.0,30.0,SK,ENTSO-E BalancingEnergyBids
20260226023-AFRR_N-UNIT_019-1,2026-02-26,aFRR,NEG_023,-199.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226023-AFRR_N-UNIT_028-1,2026-02-26,aFRR,NEG_023,-200.0,GRID_TO_PROVIDER,14.0,14.0,SK,ENTSO-E BalancingEnergyBids
20260226023-AFRR_N-UNIT_043-1,2026-02-26,aFRR,NEG_023,10.0,GRID_TO_PROVIDER,7.0,7.0,SK,ENTSO-E BalancingEnergyBids
20260226023-AFRR_N-UNIT_052-1,2026-02-26,aFRR,NEG_023,-30.0,GRID_TO_PROVIDER,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260226023-AFRR_N-UNIT_058-1,2026-02-26,aFRR,NEG_023,-5.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226023-AFRR_N-UNIT_062-1,2026-02-26,aFRR,NEG_023,-29.0,GRID_TO_PROVIDER,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260226023-AFRR_N-UNIT_068-1,2026-02-26,aFRR,NEG_023,-5.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226023-AFRR_N-UNIT_069-1,2026-02-26,aFRR,NEG_023,-150.0,GRID_TO_PROVIDER,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260226023-AFRR_N-UNIT_089-1,2026-02-26,aFRR,NEG_023,-173.7,GRID_TO_PROVIDER,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260226023-AFRR_N-UNIT_104-1,2026-02-26,aFRR,NEG_023,20.0,GRID_TO_PROVIDER,4.0,4.0,SK,ENTSO-E BalancingEnergyBids
20260226023-AFRR_N-UNIT_106-1,2026-02-26,aFRR,NEG_023,-19.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226023-AFRR_P-UNIT_003-1,2026-02-26,aFRR,POS_023,189.0,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260226023-AFRR_P-UNIT_009-1,2026-02-26,aFRR,POS_023,165.0,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260226023-AFRR_P-UNIT_019-1,2026-02-26,aFRR,POS_023,251.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226023-AFRR_P-UNIT_028-1,2026-02-26,aFRR,POS_023,50.0,PROVIDER_TO_GRID,11.0,11.0,SK,ENTSO-E BalancingEnergyBids
20260226023-AFRR_P-UNIT_047-1,2026-02-26,aFRR,POS_023,0.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226023-AFRR_P-UNIT_052-1,2026-02-26,aFRR,POS_023,130.0,PROVIDER_TO_GRID,23.0,23.0,SK,ENTSO-E BalancingEnergyBids
20260226023-AFRR_P-UNIT_058-1,2026-02-26,aFRR,POS_023,132.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226023-AFRR_P-UNIT_062-1,2026-02-26,aFRR,POS_023,106.0,PROVIDER_TO_GRID,9.0,9.0,SK,ENTSO-E BalancingEnergyBids
20260226023-AFRR_P-UNIT_063-1,2026-02-26,aFRR,POS_023,140.0,PROVIDER_TO_GRID,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260226023-AFRR_P-UNIT_065-1,2026-02-26,aFRR,POS_023,165.0,PROVIDER_TO_GRID,16.0,16.0,SK,ENTSO-E BalancingEnergyBids
20260226023-AFRR_P-UNIT_068-1,2026-02-26,aFRR,POS_023,132.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226023-AFRR_P-UNIT_069-1,2026-02-26,aFRR,POS_023,100.0,PROVIDER_TO_GRID,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260226023-AFRR_P-UNIT_097-1,2026-02-26,aFRR,POS_023,85.0,PROVIDER_TO_GRID,7.0,7.0,SK,ENTSO-E BalancingEnergyBids
20260226023-AFRR_P-UNIT_104-1,2026-02-26,aFRR,POS_023,750.0,PROVIDER_TO_GRID,11.0,11.0,SK,ENTSO-E BalancingEnergyBids
20260226023-AFRR_P-UNIT_106-1,2026-02-26,aFRR,POS_023,300.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226024-AFRR_N-UNIT_003-1,2026-02-26,aFRR,NEG_024,-5.0,GRID_TO_PROVIDER,7.0,7.0,SK,ENTSO-E BalancingEnergyBids
20260226024-AFRR_N-UNIT_013-1,2026-02-26,aFRR,NEG_024,-20.0,GRID_TO_PROVIDER,30.0,30.0,SK,ENTSO-E BalancingEnergyBids
20260226024-AFRR_N-UNIT_019-1,2026-02-26,aFRR,NEG_024,-199.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226024-AFRR_N-UNIT_028-1,2026-02-26,aFRR,NEG_024,-200.0,GRID_TO_PROVIDER,14.0,14.0,SK,ENTSO-E BalancingEnergyBids
20260226024-AFRR_N-UNIT_043-1,2026-02-26,aFRR,NEG_024,10.0,GRID_TO_PROVIDER,7.0,7.0,SK,ENTSO-E BalancingEnergyBids
20260226024-AFRR_N-UNIT_052-1,2026-02-26,aFRR,NEG_024,-30.0,GRID_TO_PROVIDER,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260226024-AFRR_N-UNIT_058-1,2026-02-26,aFRR,NEG_024,-5.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226024-AFRR_N-UNIT_062-1,2026-02-26,aFRR,NEG_024,-29.0,GRID_TO_PROVIDER,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260226024-AFRR_N-UNIT_068-1,2026-02-26,aFRR,NEG_024,-5.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226024-AFRR_N-UNIT_069-1,2026-02-26,aFRR,NEG_024,-150.0,GRID_TO_PROVIDER,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260226024-AFRR_N-UNIT_089-1,2026-02-26,aFRR,NEG_024,-159.18,GRID_TO_PROVIDER,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260226024-AFRR_N-UNIT_104-1,2026-02-26,aFRR,NEG_024,20.0,GRID_TO_PROVIDER,4.0,4.0,SK,ENTSO-E BalancingEnergyBids
20260226024-AFRR_N-UNIT_106-1,2026-02-26,aFRR,NEG_024,-19.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226024-AFRR_P-UNIT_003-1,2026-02-26,aFRR,POS_024,189.0,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260226024-AFRR_P-UNIT_009-1,2026-02-26,aFRR,POS_024,165.0,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260226024-AFRR_P-UNIT_019-1,2026-02-26,aFRR,POS_024,251.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226024-AFRR_P-UNIT_028-1,2026-02-26,aFRR,POS_024,50.0,PROVIDER_TO_GRID,11.0,11.0,SK,ENTSO-E BalancingEnergyBids
20260226024-AFRR_P-UNIT_047-1,2026-02-26,aFRR,POS_024,0.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226024-AFRR_P-UNIT_052-1,2026-02-26,aFRR,POS_024,130.0,PROVIDER_TO_GRID,23.0,23.0,SK,ENTSO-E BalancingEnergyBids
20260226024-AFRR_P-UNIT_058-1,2026-02-26,aFRR,POS_024,141.14,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226024-AFRR_P-UNIT_062-1,2026-02-26,aFRR,POS_024,121.0,PROVIDER_TO_GRID,9.0,9.0,SK,ENTSO-E BalancingEnergyBids
20260226024-AFRR_P-UNIT_063-1,2026-02-26,aFRR,POS_024,140.0,PROVIDER_TO_GRID,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260226024-AFRR_P-UNIT_065-1,2026-02-26,aFRR,POS_024,165.0,PROVIDER_TO_GRID,16.0,16.0,SK,ENTSO-E BalancingEnergyBids
20260226024-AFRR_P-UNIT_068-1,2026-02-26,aFRR,POS_024,141.14,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226024-AFRR_P-UNIT_069-1,2026-02-26,aFRR,POS_024,100.0,PROVIDER_TO_GRID,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260226024-AFRR_P-UNIT_097-1,2026-02-26,aFRR,POS_024,165.0,PROVIDER_TO_GRID,7.0,7.0,SK,ENTSO-E BalancingEnergyBids
20260226024-AFRR_P-UNIT_104-1,2026-02-26,aFRR,POS_024,750.0,PROVIDER_TO_GRID,11.0,11.0,SK,ENTSO-E BalancingEnergyBids
20260226024-AFRR_P-UNIT_106-1,2026-02-26,aFRR,POS_024,300.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226027-AFRR_N-UNIT_003-1,2026-02-26,aFRR,NEG_027,-5.0,GRID_TO_PROVIDER,7.0,7.0,SK,ENTSO-E BalancingEnergyBids
20260226027-AFRR_N-UNIT_013-1,2026-02-26,aFRR,NEG_027,-20.0,GRID_TO_PROVIDER,30.0,30.0,SK,ENTSO-E BalancingEnergyBids
20260226027-AFRR_N-UNIT_019-1,2026-02-26,aFRR,NEG_027,-199.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226027-AFRR_N-UNIT_028-1,2026-02-26,aFRR,NEG_027,-5.0,GRID_TO_PROVIDER,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260226027-AFRR_N-UNIT_043-1,2026-02-26,aFRR,NEG_027,10.0,GRID_TO_PROVIDER,7.0,7.0,SK,ENTSO-E BalancingEnergyBids
20260226027-AFRR_N-UNIT_052-1,2026-02-26,aFRR,NEG_027,-30.0,GRID_TO_PROVIDER,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260226027-AFRR_N-UNIT_058-1,2026-02-26,aFRR,NEG_027,-5.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226027-AFRR_N-UNIT_062-1,2026-02-26,aFRR,NEG_027,-29.0,GRID_TO_PROVIDER,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260226027-AFRR_N-UNIT_068-1,2026-02-26,aFRR,NEG_027,-5.0,GRID_TO_PROVIDER,4.0,4.0,SK,ENTSO-E BalancingEnergyBids
20260226027-AFRR_N-UNIT_069-1,2026-02-26,aFRR,NEG_027,-150.0,GRID_TO_PROVIDER,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260226027-AFRR_N-UNIT_089-1,2026-02-26,aFRR,NEG_027,-137.87,GRID_TO_PROVIDER,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260226027-AFRR_N-UNIT_097-1,2026-02-26,aFRR,NEG_027,0.0,GRID_TO_PROVIDER,7.0,7.0,SK,ENTSO-E BalancingEnergyBids
20260226027-AFRR_N-UNIT_104-1,2026-02-26,aFRR,NEG_027,20.0,GRID_TO_PROVIDER,4.0,4.0,SK,ENTSO-E BalancingEnergyBids
20260226027-AFRR_N-UNIT_106-1,2026-02-26,aFRR,NEG_027,-19.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226027-AFRR_P-UNIT_003-1,2026-02-26,aFRR,POS_027,189.0,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260226027-AFRR_P-UNIT_009-1,2026-02-26,aFRR,POS_027,171.55,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260226027-AFRR_P-UNIT_019-1,2026-02-26,aFRR,POS_027,251.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226027-AFRR_P-UNIT_028-1,2026-02-26,aFRR,POS_027,400.0,PROVIDER_TO_GRID,11.0,11.0,SK,ENTSO-E BalancingEnergyBids
20260226027-AFRR_P-UNIT_047-1,2026-02-26,aFRR,POS_027,0.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226027-AFRR_P-UNIT_052-1,2026-02-26,aFRR,POS_027,135.0,PROVIDER_TO_GRID,23.0,23.0,SK,ENTSO-E BalancingEnergyBids
20260226027-AFRR_P-UNIT_058-1,2026-02-26,aFRR,POS_027,170.98,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226027-AFRR_P-UNIT_062-1,2026-02-26,aFRR,POS_027,128.0,PROVIDER_TO_GRID,9.0,9.0,SK,ENTSO-E BalancingEnergyBids
20260226027-AFRR_P-UNIT_063-1,2026-02-26,aFRR,POS_027,140.0,PROVIDER_TO_GRID,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260226027-AFRR_P-UNIT_065-1,2026-02-26,aFRR,POS_027,171.55,PROVIDER_TO_GRID,16.0,16.0,SK,ENTSO-E BalancingEnergyBids
20260226027-AFRR_P-UNIT_068-1,2026-02-26,aFRR,POS_027,170.98,PROVIDER_TO_GRID,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260226027-AFRR_P-UNIT_069-1,2026-02-26,aFRR,POS_027,100.0,PROVIDER_TO_GRID,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260226027-AFRR_P-UNIT_104-1,2026-02-26,aFRR,POS_027,750.0,PROVIDER_TO_GRID,11.0,11.0,SK,ENTSO-E BalancingEnergyBids
20260226027-AFRR_P-UNIT_106-1,2026-02-26,aFRR,POS_027,300.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226028-AFRR_N-UNIT_003-1,2026-02-26,aFRR,NEG_028,-5.0,GRID_TO_PROVIDER,7.0,7.0,SK,ENTSO-E BalancingEnergyBids
20260226028-AFRR_N-UNIT_013-1,2026-02-26,aFRR,NEG_028,-20.0,GRID_TO_PROVIDER,30.0,30.0,SK,ENTSO-E BalancingEnergyBids
20260226028-AFRR_N-UNIT_019-1,2026-02-26,aFRR,NEG_028,-199.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226028-AFRR_N-UNIT_028-1,2026-02-26,aFRR,NEG_028,-0.01,GRID_TO_PROVIDER,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260226028-AFRR_N-UNIT_043-1,2026-02-26,aFRR,NEG_028,10.0,GRID_TO_PROVIDER,7.0,7.0,SK,ENTSO-E BalancingEnergyBids
20260226028-AFRR_N-UNIT_052-1,2026-02-26,aFRR,NEG_028,-30.0,GRID_TO_PROVIDER,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260226028-AFRR_N-UNIT_058-1,2026-02-26,aFRR,NEG_028,-5.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226028-AFRR_N-UNIT_062-1,2026-02-26,aFRR,NEG_028,-29.0,GRID_TO_PROVIDER,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260226028-AFRR_N-UNIT_068-1,2026-02-26,aFRR,NEG_028,-5.0,GRID_TO_PROVIDER,4.0,4.0,SK,ENTSO-E BalancingEnergyBids
20260226028-AFRR_N-UNIT_069-1,2026-02-26,aFRR,NEG_028,-150.0,GRID_TO_PROVIDER,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260226028-AFRR_N-UNIT_089-1,2026-02-26,aFRR,NEG_028,-129.68,GRID_TO_PROVIDER,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260226028-AFRR_N-UNIT_097-1,2026-02-26,aFRR,NEG_028,0.0,GRID_TO_PROVIDER,7.0,7.0,SK,ENTSO-E BalancingEnergyBids
20260226028-AFRR_N-UNIT_104-1,2026-02-26,aFRR,NEG_028,20.0,GRID_TO_PROVIDER,4.0,4.0,SK,ENTSO-E BalancingEnergyBids
20260226028-AFRR_N-UNIT_106-1,2026-02-26,aFRR,NEG_028,-19.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226028-AFRR_P-UNIT_003-1,2026-02-26,aFRR,POS_028,189.0,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260226028-AFRR_P-UNIT_009-1,2026-02-26,aFRR,POS_028,181.38,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260226028-AFRR_P-UNIT_019-1,2026-02-26,aFRR,POS_028,251.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226028-AFRR_P-UNIT_028-1,2026-02-26,aFRR,POS_028,450.0,PROVIDER_TO_GRID,11.0,11.0,SK,ENTSO-E BalancingEnergyBids
20260226028-AFRR_P-UNIT_047-1,2026-02-26,aFRR,POS_028,0.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226028-AFRR_P-UNIT_052-1,2026-02-26,aFRR,POS_028,135.0,PROVIDER_TO_GRID,23.0,23.0,SK,ENTSO-E BalancingEnergyBids
20260226028-AFRR_P-UNIT_058-1,2026-02-26,aFRR,POS_028,182.44,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226028-AFRR_P-UNIT_062-1,2026-02-26,aFRR,POS_028,137.0,PROVIDER_TO_GRID,9.0,9.0,SK,ENTSO-E BalancingEnergyBids
20260226028-AFRR_P-UNIT_063-1,2026-02-26,aFRR,POS_028,140.0,PROVIDER_TO_GRID,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260226028-AFRR_P-UNIT_065-1,2026-02-26,aFRR,POS_028,181.38,PROVIDER_TO_GRID,16.0,16.0,SK,ENTSO-E BalancingEnergyBids
20260226028-AFRR_P-UNIT_068-1,2026-02-26,aFRR,POS_028,182.44,PROVIDER_TO_GRID,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260226028-AFRR_P-UNIT_069-1,2026-02-26,aFRR,POS_028,100.0,PROVIDER_TO_GRID,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260226028-AFRR_P-UNIT_104-1,2026-02-26,aFRR,POS_028,750.0,PROVIDER_TO_GRID,11.0,11.0,SK,ENTSO-E BalancingEnergyBids
20260226028-AFRR_P-UNIT_106-1,2026-02-26,aFRR,POS_028,300.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226029-AFRR_N-UNIT_003-1,2026-02-26,aFRR,NEG_029,-5.0,GRID_TO_PROVIDER,7.0,7.0,SK,ENTSO-E BalancingEnergyBids
20260226029-AFRR_N-UNIT_013-1,2026-02-26,aFRR,NEG_029,-20.0,GRID_TO_PROVIDER,30.0,30.0,SK,ENTSO-E BalancingEnergyBids
20260226029-AFRR_N-UNIT_019-1,2026-02-26,aFRR,NEG_029,-199.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
