timestamp,price
2025-10-14 00:00:00,122.3
2025-10-14 00:15:00,120.76
2025-10-14 00:30:00,107.78
2025-10-14 00:45:00,106.21
2025-10-14 01:00:00,113.25
2025-10-14 01:15:00,108.47
2025-10-14 01:30:00,110.27
2025-10-14 01:45:00,108.0
2025-10-14 02:00:00,115.38
2025-10-14 02:15:00,108.56
2025-10-14 02:30:00,106.0
2025-10-14 02:45:00,104.63
2025-10-14 03:00:00,106.95
2025-10-14 03:15:00,106.25
2025-10-14 03:30:00,118.05
2025-10-14 03:45:00,117.06
2025-10-14 04:00:00,100.75
2025-10-14 04:15:00,108.12
2025-10-14 04:30:00,115.49
2025-10-14 04:45:00,119.46
2025-10-14 05:00:00,114.63
2025-10-14 05:15:00,117.11
2025-10-14 05:30:00,121.12
2025-10-14 05:45:00,130.07
2025-10-14 06:00:00,112.14
2025-10-14 06:15:00,145.69
2025-10-14 06:30:00,205.89
2025-10-14 06:45:00,279.92
2025-10-14 07:00:00,186.24
2025-10-14 07:15:00,204.85
2025-10-14 07:30:00,221.19
2025-10-14 07:45:00,199.06
2025-10-14 08:00:00,245.47
2025-10-14 08:15:00,226.77
2025-10-14 08:30:00,176.23
2025-10-14 08:45:00,162.68
2025-10-14 09:00:00,198.9
2025-10-14 09:15:00,167.02
2025-10-14 09:30:00,149.8
2025-10-14 09:45:00,132.06
2025-10-14 10:00:00,163.89
2025-10-14 10:15:00,139.87
2025-10-14 10:30:00,125.46
2025-10-14 10:45:00,113.91
2025-10-14 11:00:00,136.51
2025-10-14 11:15:00,126.49
2025-10-14 11:30:00,117.85
2025-10-14 11:45:00,107.59
2025-10-14 12:00:00,124.29
2025-10-14 12:15:00,94.18
2025-10-14 12:30:00,106.7
2025-10-14 12:45:00,93.45
2025-10-14 13:00:00,100.4
2025-10-14 13:15:00,98.33
2025-10-14 13:30:00,95.01
2025-10-14 13:45:00,93.41
2025-10-14 14:00:00,90.03
2025-10-14 14:15:00,92.77
2025-10-14 14:30:00,104.16
2025-10-14 14:45:00,117.84
2025-10-14 15:00:00,111.02
2025-10-14 15:15:00,123.7
2025-10-14 15:30:00,141.99
2025-10-14 15:45:00,160.65
2025-10-14 16:00:00,119.86
2025-10-14 16:15:00,138.02
2025-10-14 16:30:00,193.04
2025-10-14 16:45:00,255.35
2025-10-14 17:00:00,142.99
2025-10-14 17:15:00,181.46
2025-10-14 17:30:00,242.28
2025-10-14 17:45:00,349.74
2025-10-14 18:00:00,203.2
2025-10-14 18:15:00,315.26
2025-10-14 18:30:00,390.03
2025-10-14 18:45:00,460.09
2025-10-14 19:00:00,496.58
2025-10-14 19:15:00,435.02
2025-10-14 19:30:00,287.44
2025-10-14 19:45:00,246.68
2025-10-14 20:00:00,304.5
2025-10-14 20:15:00,205.46
2025-10-14 20:30:00,176.49
2025-10-14 20:45:00,159.33
2025-10-14 21:00:00,184.24
2025-10-14 21:15:00,155.74
2025-10-14 21:30:00,155.09
2025-10-14 21:45:00,131.89
2025-10-14 22:00:00,143.24
2025-10-14 22:15:00,129.63
2025-10-14 22:30:00,126.18
2025-10-14 22:45:00,120.31
2025-10-14 23:00:00,117.88
2025-10-14 23:15:00,97.74
2025-10-14 23:30:00,107.8
2025-10-14 23:45:00,84.08
