source_file,service,source_type,date,timestamp_local,hour,quarter_in_hour,quarter_hour,up_volume_mwh,up_price_eur_mwh,down_volume_mwh,down_price_eur_mwh,up_revenue_eur,down_revenue_eur,total_energy_revenue_eur,net_volume_mwh,gross_volume_mwh
03_seps_damas_regulacna_elektrina_2025_05_07.xlsx,aFRR,Generation,2025-06-04,2025-06-04 00:00:00,1,1,1,0.133,0.0,0.332,0.0,0.0,0.0,0.0,-0.199,0.465
03_seps_damas_regulacna_elektrina_2025_05_07.xlsx,aFRR,Generation,2025-06-04,2025-06-04 00:15:00,1,2,2,0.018,0.0,0.519,0.0,0.0,0.0,0.0,-0.501,0.537
03_seps_damas_regulacna_elektrina_2025_05_07.xlsx,aFRR,Generation,2025-06-04,2025-06-04 00:30:00,1,3,3,3.559,0.0,0.058,0.0,0.0,0.0,0.0,3.5010000000000003,3.617
03_seps_damas_regulacna_elektrina_2025_05_07.xlsx,aFRR,Generation,2025-06-04,2025-06-04 00:45:00,1,4,4,0.357,0.0,0.084,0.0,0.0,0.0,0.0,0.27299999999999996,0.441
03_seps_damas_regulacna_elektrina_2025_05_07.xlsx,aFRR,Generation,2025-06-04,2025-06-04 01:00:00,2,1,5,18.43,0.0,0.0,0.0,0.0,0.0,0.0,18.43,18.43
03_seps_damas_regulacna_elektrina_2025_05_07.xlsx,aFRR,Generation,2025-06-04,2025-06-04 01:15:00,2,2,6,8.447,0.0,0.016,0.0,0.0,0.0,0.0,8.431,8.463
03_seps_damas_regulacna_elektrina_2025_05_07.xlsx,aFRR,Generation,2025-06-04,2025-06-04 01:30:00,2,3,7,12.785,0.0,0.0,0.0,0.0,0.0,0.0,12.785,12.785
03_seps_damas_regulacna_elektrina_2025_05_07.xlsx,aFRR,Generation,2025-06-04,2025-06-04 01:45:00,2,4,8,1.104,0.0,0.031,0.0,0.0,0.0,0.0,1.0730000000000002,1.135
03_seps_damas_regulacna_elektrina_2025_05_07.xlsx,aFRR,Generation,2025-06-04,2025-06-04 02:00:00,3,1,9,0.936,0.0,0.011,0.0,0.0,0.0,0.0,0.925,0.9470000000000001
03_seps_damas_regulacna_elektrina_2025_05_07.xlsx,aFRR,Generation,2025-06-04,2025-06-04 02:15:00,3,2,10,0.018,0.0,0.001,0.0,0.0,0.0,0.0,0.016999999999999998,0.019
03_seps_damas_regulacna_elektrina_2025_05_07.xlsx,aFRR,Generation,2025-06-04,2025-06-04 02:30:00,3,3,11,4.702,0.0,0.0,0.0,0.0,0.0,0.0,4.702,4.702
03_seps_damas_regulacna_elektrina_2025_05_07.xlsx,aFRR,Generation,2025-06-04,2025-06-04 02:45:00,3,4,12,4.538,0.0,0.004,0.0,0.0,0.0,0.0,4.534000000000001,4.542
03_seps_damas_regulacna_elektrina_2025_05_07.xlsx,aFRR,Generation,2025-06-04,2025-06-04 03:00:00,4,1,13,1.952,0.0,0.035,0.0,0.0,0.0,0.0,1.917,1.9869999999999999
03_seps_damas_regulacna_elektrina_2025_05_07.xlsx,aFRR,Generation,2025-06-04,2025-06-04 03:15:00,4,2,14,1.521,0.0,0.005,0.0,0.0,0.0,0.0,1.516,1.5259999999999998
03_seps_damas_regulacna_elektrina_2025_05_07.xlsx,aFRR,Generation,2025-06-04,2025-06-04 03:30:00,4,3,15,5.166,0.0,0.001,0.0,0.0,0.0,0.0,5.165,5.167000000000001
03_seps_damas_regulacna_elektrina_2025_05_07.xlsx,aFRR,Generation,2025-06-04,2025-06-04 03:45:00,4,4,16,3.582,0.0,0.0,0.0,0.0,0.0,0.0,3.582,3.582
03_seps_damas_regulacna_elektrina_2025_05_07.xlsx,aFRR,Generation,2025-06-04,2025-06-04 04:00:00,5,1,17,1.093,0.0,0.012,0.0,0.0,0.0,0.0,1.081,1.105
03_seps_damas_regulacna_elektrina_2025_05_07.xlsx,aFRR,Generation,2025-06-04,2025-06-04 04:15:00,5,2,18,0.25,0.0,0.177,0.0,0.0,0.0,0.0,0.07300000000000001,0.427
03_seps_damas_regulacna_elektrina_2025_05_07.xlsx,aFRR,Generation,2025-06-04,2025-06-04 04:30:00,5,3,19,1.191,0.0,0.083,0.0,0.0,0.0,0.0,1.108,1.274
03_seps_damas_regulacna_elektrina_2025_05_07.xlsx,aFRR,Generation,2025-06-04,2025-06-04 04:45:00,5,4,20,6.557,0.0,0.021,0.0,0.0,0.0,0.0,6.5360000000000005,6.578
03_seps_damas_regulacna_elektrina_2025_05_07.xlsx,aFRR,Generation,2025-06-04,2025-06-04 05:00:00,6,1,21,0.699,0.0,0.186,0.0,0.0,0.0,0.0,0.5129999999999999,0.885
