source_file,service,source_type,date,timestamp_local,hour,quarter_in_hour,quarter_hour,up_volume_mwh,up_price_eur_mwh,down_volume_mwh,down_price_eur_mwh,up_revenue_eur,down_revenue_eur,total_energy_revenue_eur,net_volume_mwh,gross_volume_mwh
02_seps_damas_regulacna_elektrina_2025_03_05.xlsx,aFRR,Generation,2025-03-21,2025-03-21 00:00:00,1,1,1,0.714,155.1525,0.165,23.5279,110.778885,3.8821035,114.6609885,0.5489999999999999,0.879
02_seps_damas_regulacna_elektrina_2025_03_05.xlsx,aFRR,Generation,2025-03-21,2025-03-21 00:15:00,1,2,2,1.762,157.1331,0.185,25.5254,276.86852220000003,4.722199,281.5907212,1.577,1.947
02_seps_damas_regulacna_elektrina_2025_03_05.xlsx,aFRR,Generation,2025-03-21,2025-03-21 00:30:00,1,3,3,0.394,155.0391,0.158,24.719,61.0854054,3.905602,64.9910074,0.23600000000000002,0.552
02_seps_damas_regulacna_elektrina_2025_03_05.xlsx,aFRR,Generation,2025-03-21,2025-03-21 00:45:00,1,4,4,0.239,154.2895,0.364,24.8245,36.8751905,9.036118,45.911308500000004,-0.125,0.603
02_seps_damas_regulacna_elektrina_2025_03_05.xlsx,aFRR,Generation,2025-03-21,2025-03-21 01:00:00,2,1,5,0.545,149.104,0.413,25.3768,81.26168000000001,10.4806184,91.74229840000001,0.13200000000000006,0.958
02_seps_damas_regulacna_elektrina_2025_03_05.xlsx,aFRR,Generation,2025-03-21,2025-03-21 01:15:00,2,2,6,0.172,151.0291,0.272,24.3974,25.977005199999997,6.636092800000001,32.613098,-0.10000000000000003,0.444
02_seps_damas_regulacna_elektrina_2025_03_05.xlsx,aFRR,Generation,2025-03-21,2025-03-21 01:30:00,2,3,7,0.24,150.2075,0.275,25.192,36.0498,6.9278,42.977599999999995,-0.03500000000000003,0.515
02_seps_damas_regulacna_elektrina_2025_03_05.xlsx,aFRR,Generation,2025-03-21,2025-03-21 01:45:00,2,4,8,0.228,152.1474,0.419,24.8874,34.689607200000005,10.427820599999999,45.1174278,-0.19099999999999998,0.647
02_seps_damas_regulacna_elektrina_2025_03_05.xlsx,aFRR,Generation,2025-03-21,2025-03-21 02:00:00,3,1,9,0.522,143.1621,0.406,25.1094,74.73061620000001,10.194416400000001,84.92503260000001,0.11599999999999999,0.928
02_seps_damas_regulacna_elektrina_2025_03_05.xlsx,aFRR,Generation,2025-03-21,2025-03-21 02:15:00,3,2,10,0.31,143.4306,0.32,24.9653,44.463485999999996,7.9888959999999996,52.45238199999999,-0.010000000000000009,0.63
02_seps_damas_regulacna_elektrina_2025_03_05.xlsx,aFRR,Generation,2025-03-21,2025-03-21 02:30:00,3,3,11,0.228,143.9768,0.384,25.1664,32.8267104,9.6638976,42.490608,-0.156,0.612
02_seps_damas_regulacna_elektrina_2025_03_05.xlsx,aFRR,Generation,2025-03-21,2025-03-21 02:45:00,3,4,12,0.319,143.3655,0.342,24.7725,45.7335945,8.472195000000001,54.2057895,-0.02300000000000002,0.661
02_seps_damas_regulacna_elektrina_2025_03_05.xlsx,aFRR,Generation,2025-03-21,2025-03-21 03:00:00,4,1,13,0.224,139.4518,0.086,25.0849,31.2372032,2.1573013999999997,33.3945046,0.138,0.31
02_seps_damas_regulacna_elektrina_2025_03_05.xlsx,aFRR,Generation,2025-03-21,2025-03-21 03:15:00,4,2,14,0.613,143.7623,0.176,24.6045,88.1262899,4.330392,92.4566819,0.437,0.7889999999999999
