source_file,service,source_type,date,timestamp_local,hour,quarter_in_hour,quarter_hour,up_volume_mwh,up_price_eur_mwh,down_volume_mwh,down_price_eur_mwh,up_revenue_eur,down_revenue_eur,total_energy_revenue_eur,net_volume_mwh,gross_volume_mwh
02_seps_damas_regulacna_elektrina_2025_03_05.xlsx,aFRR,Generation,2025-05-01,2025-05-01 00:00:00,1,1,1,2.117,123.9952,0.099,-9.402,262.4978384,-0.930798,261.5670404,2.018,2.216
02_seps_damas_regulacna_elektrina_2025_03_05.xlsx,aFRR,Generation,2025-05-01,2025-05-01 00:15:00,1,2,2,2.061,112.2839,0.001,5.6,231.4171179,0.0056,231.42271789999998,2.06,2.062
02_seps_damas_regulacna_elektrina_2025_03_05.xlsx,aFRR,Generation,2025-05-01,2025-05-01 00:30:00,1,3,3,6.016,143.6031,0.006,10.7333,863.9162496000001,0.06439980000000001,863.9806494000002,6.01,6.022
02_seps_damas_regulacna_elektrina_2025_03_05.xlsx,aFRR,Generation,2025-05-01,2025-05-01 00:45:00,1,4,4,1.176,110.4872,0.0,0.0,129.9329472,0.0,129.9329472,1.176,1.176
02_seps_damas_regulacna_elektrina_2025_03_05.xlsx,aFRR,Generation,2025-05-01,2025-05-01 01:00:00,2,1,5,7.412,134.3549,0.0,0.0,995.8385187999999,0.0,995.8385187999999,7.412,7.412
02_seps_damas_regulacna_elektrina_2025_03_05.xlsx,aFRR,Generation,2025-05-01,2025-05-01 01:15:00,2,2,6,14.614,155.6624,0.0,0.0,2274.8503136,0.0,2274.8503136,14.614,14.614
02_seps_damas_regulacna_elektrina_2025_03_05.xlsx,aFRR,Generation,2025-05-01,2025-05-01 01:30:00,2,3,7,7.062,130.9974,0.009,4.6778,925.1036388,0.0421002,925.145739,7.053,7.071000000000001
02_seps_damas_regulacna_elektrina_2025_03_05.xlsx,aFRR,Generation,2025-05-01,2025-05-01 01:45:00,2,4,8,1.737,109.5621,0.014,0.1286,190.30936770000002,0.0018004,190.31116810000003,1.723,1.7510000000000001
02_seps_damas_regulacna_elektrina_2025_03_05.xlsx,aFRR,Generation,2025-05-01,2025-05-01 02:00:00,3,1,9,1.453,102.7832,0.014,-0.3214,149.3439896,-0.0044996,149.33948999999998,1.439,1.467
02_seps_damas_regulacna_elektrina_2025_03_05.xlsx,aFRR,Generation,2025-05-01,2025-05-01 02:15:00,3,2,10,0.719,100.8637,0.001,5.6,72.5210003,0.0056,72.5266003,0.718,0.72
02_seps_damas_regulacna_elektrina_2025_03_05.xlsx,aFRR,Generation,2025-05-01,2025-05-01 02:30:00,3,3,11,0.362,101.2586,0.0,0.0,36.6556132,0.0,36.6556132,0.362,0.362
02_seps_damas_regulacna_elektrina_2025_03_05.xlsx,aFRR,Generation,2025-05-01,2025-05-01 02:45:00,3,4,12,0.361,101.603,0.001,10.4,36.678683,0.010400000000000001,36.689083,0.36,0.362
02_seps_damas_regulacna_elektrina_2025_03_05.xlsx,aFRR,Generation,2025-05-01,2025-05-01 03:00:00,4,1,13,0.454,102.1791,0.011,-12.0091,46.389311400000004,-0.1321001,46.2572113,0.443,0.465
02_seps_damas_regulacna_elektrina_2025_03_05.xlsx,aFRR,Generation,2025-05-01,2025-05-01 03:15:00,4,2,14,0.787,101.2269,0.0,0.0,79.6655703,0.0,79.6655703,0.787,0.787
02_seps_damas_regulacna_elektrina_2025_03_05.xlsx,aFRR,Generation,2025-05-01,2025-05-01 03:30:00,4,3,15,1.854,105.0153,0.001,5.6,194.6983662,0.0056,194.7039662,1.8530000000000002,1.855
02_seps_damas_regulacna_elektrina_2025_03_05.xlsx,aFRR,Generation,2025-05-01,2025-05-01 03:45:00,4,4,16,1.84,107.7026,0.0,0.0,198.172784,0.0,198.172784,1.84,1.84
02_seps_damas_regulacna_elektrina_2025_03_05.xlsx,aFRR,Generation,2025-05-01,2025-05-01 04:00:00,5,1,17,1.191,100.4245,0.008,9.5875,119.6055795,0.0767,119.6822795,1.183,1.199
02_seps_damas_regulacna_elektrina_2025_03_05.xlsx,aFRR,Generation,2025-05-01,2025-05-01 04:15:00,5,2,18,0.3,100.0,0.0,0.0,30.0,0.0,30.0,0.3,0.3
02_seps_damas_regulacna_elektrina_2025_03_05.xlsx,aFRR,Generation,2025-05-01,2025-05-01 04:30:00,5,3,19,0.3,100.0,0.0,0.0,30.0,0.0,30.0,0.3,0.3
02_seps_damas_regulacna_elektrina_2025_03_05.xlsx,aFRR,Generation,2025-05-01,2025-05-01 04:45:00,5,4,20,0.07,100.0,0.04,10.0825,7.000000000000001,0.4033,7.403300000000001,0.030000000000000006,0.11000000000000001
02_seps_damas_regulacna_elektrina_2025_03_05.xlsx,aFRR,Generation,2025-05-01,2025-05-01 05:00:00,6,1,21,0.507,96.2629,0.024,7.6458,48.8052903,0.1834992,48.9887895,0.483,0.531
02_seps_damas_regulacna_elektrina_2025_03_05.xlsx,aFRR,Generation,2025-05-01,2025-05-01 05:15:00,6,2,22,0.687,96.3435,0.0,0.0,66.18798450000001,0.0,66.18798450000001,0.687,0.687
