dataset,timeseries_index,timestamp_utc,period.resolution,period.timeInterval.end,period.timeInterval.start,point.position,point.procurement_Price.amount,point.quantity,ts.businessType,ts.currency_Unit.name,ts.curveType,ts.flowDirection.direction,ts.mRID,ts.price_Measure_Unit.name,ts.quantity_Measure_Unit.name,ts.standard_MarketProduct.marketProductType,ts.type_MarketAgreement.type
procured_balancing_capacity,1,2026-05-22T22:00:00,PT15M,2026-05-22T22:15Z,2026-05-22T22:00Z,1,17,1,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-05-22T22:15:00,PT15M,2026-05-22T22:30Z,2026-05-22T22:15Z,1,17,1,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-05-22T22:30:00,PT15M,2026-05-22T22:45Z,2026-05-22T22:30Z,1,17,1,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-05-22T22:45:00,PT15M,2026-05-22T23:00Z,2026-05-22T22:45Z,1,17,1,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-05-22T23:00:00,PT15M,2026-05-22T23:15Z,2026-05-22T23:00Z,1,17,1,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-05-22T23:15:00,PT15M,2026-05-22T23:30Z,2026-05-22T23:15Z,1,17,1,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-05-22T23:30:00,PT15M,2026-05-22T23:45Z,2026-05-22T23:30Z,1,17,1,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-05-22T23:45:00,PT15M,2026-05-23T00:00Z,2026-05-22T23:45Z,1,17,1,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-05-23T00:00:00,PT15M,2026-05-23T00:15Z,2026-05-23T00:00Z,1,17,1,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-05-23T00:15:00,PT15M,2026-05-23T00:30Z,2026-05-23T00:15Z,1,17,1,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-05-23T00:30:00,PT15M,2026-05-23T00:45Z,2026-05-23T00:30Z,1,17,1,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-05-23T00:45:00,PT15M,2026-05-23T01:00Z,2026-05-23T00:45Z,1,17,1,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-05-23T01:00:00,PT15M,2026-05-23T01:15Z,2026-05-23T01:00Z,1,17,1,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-05-23T01:15:00,PT15M,2026-05-23T01:30Z,2026-05-23T01:15Z,1,17,1,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-05-23T01:30:00,PT15M,2026-05-23T01:45Z,2026-05-23T01:30Z,1,17,1,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-05-23T01:45:00,PT15M,2026-05-23T02:00Z,2026-05-23T01:45Z,1,17,1,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-05-23T02:00:00,PT15M,2026-05-23T02:15Z,2026-05-23T02:00Z,1,17,1,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-05-23T02:15:00,PT15M,2026-05-23T02:30Z,2026-05-23T02:15Z,1,17,1,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-05-23T02:30:00,PT15M,2026-05-23T02:45Z,2026-05-23T02:30Z,1,17,1,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-05-23T02:45:00,PT15M,2026-05-23T03:00Z,2026-05-23T02:45Z,1,17,1,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-05-23T03:00:00,PT15M,2026-05-23T03:15Z,2026-05-23T03:00Z,1,17,1,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-05-23T03:15:00,PT15M,2026-05-23T03:30Z,2026-05-23T03:15Z,1,17,1,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-05-23T03:30:00,PT15M,2026-05-23T03:45Z,2026-05-23T03:30Z,1,17,1,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-05-23T03:45:00,PT15M,2026-05-23T04:00Z,2026-05-23T03:45Z,1,17,1,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-05-23T04:00:00,PT15M,2026-05-23T04:15Z,2026-05-23T04:00Z,1,29,1,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-05-23T04:15:00,PT15M,2026-05-23T04:30Z,2026-05-23T04:15Z,1,29,1,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-05-23T04:30:00,PT15M,2026-05-23T04:45Z,2026-05-23T04:30Z,1,29,1,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-05-23T04:45:00,PT15M,2026-05-23T05:00Z,2026-05-23T04:45Z,1,29,1,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-05-23T05:00:00,PT15M,2026-05-23T05:15Z,2026-05-23T05:00Z,1,29,1,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-05-23T05:15:00,PT15M,2026-05-23T05:30Z,2026-05-23T05:15Z,1,29,1,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-05-23T05:30:00,PT15M,2026-05-23T05:45Z,2026-05-23T05:30Z,1,29,1,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-05-23T05:45:00,PT15M,2026-05-23T06:00Z,2026-05-23T05:45Z,1,29,1,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
procured_balancing_capacity,1,2026-05-23T06:00:00,PT15M,2026-05-23T06:15Z,2026-05-23T06:00Z,1,29,1,B95,EUR,A03,A01,1,MAW,MAW,A01,A01
