source_file,service,source_type,date,timestamp_local,hour,quarter_in_hour,quarter_hour,up_volume_mwh,up_price_eur_mwh,down_volume_mwh,down_price_eur_mwh,up_revenue_eur,down_revenue_eur,total_energy_revenue_eur,net_volume_mwh,gross_volume_mwh
01_seps_damas_regulacna_elektrina_2025_01_03.xlsx,aFRR,Generation,2025-01-01,2025-01-01 00:00:00,1,1,1,15.948,184.359,0.0,0.0,2940.157332,0.0,2940.157332,15.948,15.948
01_seps_damas_regulacna_elektrina_2025_01_03.xlsx,aFRR,Generation,2025-01-01,2025-01-01 00:15:00,1,2,2,15.948,196.3847,0.0,0.0,3131.9431956000003,0.0,3131.9431956000003,15.948,15.948
01_seps_damas_regulacna_elektrina_2025_01_03.xlsx,aFRR,Generation,2025-01-01,2025-01-01 00:30:00,1,3,3,15.948,192.1344,0.0,0.0,3064.1594112000002,0.0,3064.1594112000002,15.948,15.948
01_seps_damas_regulacna_elektrina_2025_01_03.xlsx,aFRR,Generation,2025-01-01,2025-01-01 00:45:00,1,4,4,15.948,188.7431,0.0,0.0,3010.0749588,0.0,3010.0749588,15.948,15.948
01_seps_damas_regulacna_elektrina_2025_01_03.xlsx,aFRR,Generation,2025-01-01,2025-01-01 01:00:00,2,1,5,16.798,2464.7445,0.091,0.0,41402.77811099999,0.0,41402.77811099999,16.706999999999997,16.889
01_seps_damas_regulacna_elektrina_2025_01_03.xlsx,aFRR,Generation,2025-01-01,2025-01-01 01:15:00,2,2,6,11.465,165.8348,0.0,0.0,1901.295982,0.0,1901.295982,11.465,11.465
01_seps_damas_regulacna_elektrina_2025_01_03.xlsx,aFRR,Generation,2025-01-01,2025-01-01 01:30:00,2,3,7,15.491,297.3689,0.0,0.0,4606.5416299,0.0,4606.5416299,15.491,15.491
01_seps_damas_regulacna_elektrina_2025_01_03.xlsx,aFRR,Generation,2025-01-01,2025-01-01 01:45:00,2,4,8,5.534,249.6738,2.258,0.0,1381.6948092,0.0,1381.6948092,3.276,7.792
01_seps_damas_regulacna_elektrina_2025_01_03.xlsx,aFRR,Generation,2025-01-01,2025-01-01 02:00:00,3,1,9,24.2,372.7133,0.459,0.0,9019.66186,0.0,9019.66186,23.741,24.659
01_seps_damas_regulacna_elektrina_2025_01_03.xlsx,aFRR,Generation,2025-01-01,2025-01-01 02:15:00,3,2,10,12.327,273.2504,0.045,0.0,3368.3576808000003,0.0,3368.3576808000003,12.282,12.372
01_seps_damas_regulacna_elektrina_2025_01_03.xlsx,aFRR,Generation,2025-01-01,2025-01-01 02:30:00,3,3,11,11.76,229.9433,0.0,0.0,2704.1332079999997,0.0,2704.1332079999997,11.76,11.76
