DATE_FROM,DATE_TO,TYPE_OF_RESERVES,PRODUCT,AFRR_AVERAGE_CAPACITY_PRICE_EUR_PER_MW_PER_H,AFRR_PROCURED_CAPACITY_MW,COUNTRY,NOTE
2025-05-14,2025-05-14,aFRR,NEG_00_04,8.338042071197409,1236.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-14,2025-05-14,aFRR,NEG_04_08,9.153188854489155,1292.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-14,2025-05-14,aFRR,NEG_08_12,11.487313019390571,722.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-14,2025-05-14,aFRR,NEG_12_16,12.19556291390727,604.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-14,2025-05-14,aFRR,NEG_16_20,10.80402366863905,676.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-14,2025-05-14,aFRR,NEG_20_24,7.915225225225216,1332.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-14,2025-05-14,aFRR,POS_00_04,34.88607594936709,948.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-14,2025-05-14,aFRR,POS_04_08,35.329436619718315,1136.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-14,2025-05-14,aFRR,POS_08_12,39.83071129707117,478.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-14,2025-05-14,aFRR,POS_12_16,42.36318181818181,352.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-14,2025-05-14,aFRR,POS_16_20,39.22307291666666,384.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-14,2025-05-14,aFRR,POS_20_24,34.47570247933883,968.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
