DATE_FROM,DATE_TO,TYPE_OF_RESERVES,PRODUCT,AFRR_AVERAGE_CAPACITY_PRICE_EUR_PER_MW_PER_H,AFRR_PROCURED_CAPACITY_MW,COUNTRY,NOTE
2025-03-07,2025-03-07,aFRR,NEG_00_04,10.323385300668138,898.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-07,2025-03-07,aFRR,NEG_04_08,10.345831775700939,1070.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-07,2025-03-07,aFRR,NEG_08_12,10.551909385113262,309.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-07,2025-03-07,aFRR,NEG_12_16,10.621794871794872,156.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-07,2025-03-07,aFRR,NEG_16_20,8.451789473684215,855.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-07,2025-03-07,aFRR,NEG_20_24,7.780099009900993,1010.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-07,2025-03-07,aFRR,POS_00_04,41.085692307692305,910.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-07,2025-03-07,aFRR,POS_04_08,40.76306238185254,1058.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-07,2025-03-07,aFRR,POS_08_12,41.43591397849462,465.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-07,2025-03-07,aFRR,POS_12_16,42.25774999999997,320.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-07,2025-03-07,aFRR,POS_16_20,37.138500590318785,847.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-07,2025-03-07,aFRR,POS_20_24,35.67697396963124,922.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
