DATE_FROM,DATE_TO,TYPE_OF_RESERVES,PRODUCT,AFRR_AVERAGE_CAPACITY_PRICE_EUR_PER_MW_PER_H,AFRR_PROCURED_CAPACITY_MW,COUNTRY,NOTE
2025-03-14,2025-03-14,aFRR,NEG_00_04,6.1414634146341465,984.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-14,2025-03-14,aFRR,NEG_04_08,6.35394366197183,1136.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-14,2025-03-14,aFRR,NEG_08_12,7.023806451612904,1240.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-14,2025-03-14,aFRR,NEG_12_16,7.2975609756097555,1312.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-14,2025-03-14,aFRR,NEG_16_20,6.75016611295681,1204.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-14,2025-03-14,aFRR,NEG_20_24,5.833617021276596,940.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-14,2025-03-14,aFRR,POS_00_04,25.87540669856459,836.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-14,2025-03-14,aFRR,POS_04_08,28.132275132275126,756.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-14,2025-03-14,aFRR,POS_08_12,31.994610389610397,1232.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-14,2025-03-14,aFRR,POS_12_16,32.2933,1200.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-14,2025-03-14,aFRR,POS_16_20,34.30675438596492,912.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-14,2025-03-14,aFRR,POS_20_24,29.389459459459463,1036.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
