DATE_FROM,DATE_TO,TYPE_OF_RESERVES,PRODUCT,AFRR_AVERAGE_CAPACITY_PRICE_EUR_PER_MW_PER_H,AFRR_PROCURED_CAPACITY_MW,COUNTRY,NOTE
2025-05-20,2025-05-20,aFRR,NEG_00_04,11.904921874999994,512.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-20,2025-05-20,aFRR,NEG_04_08,12.053828124999992,512.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-20,2025-05-20,aFRR,NEG_08_12,12.16293650793651,504.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-20,2025-05-20,aFRR,NEG_12_16,12.162142857142863,504.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-20,2025-05-20,aFRR,NEG_16_20,11.981986301369865,584.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-20,2025-05-20,aFRR,NEG_20_24,11.548108108108112,592.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-20,2025-05-20,aFRR,POS_00_04,42.482000000000006,320.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-20,2025-05-20,aFRR,POS_04_08,42.880630630630634,444.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-20,2025-05-20,aFRR,POS_08_12,42.77142857142857,196.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-20,2025-05-20,aFRR,POS_12_16,43.03272727272733,220.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-20,2025-05-20,aFRR,POS_16_20,42.67826771653543,508.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-20,2025-05-20,aFRR,POS_20_24,41.543918918918926,592.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
