DATE_FROM,DATE_TO,TYPE_OF_RESERVES,PRODUCT,AFRR_AVERAGE_CAPACITY_PRICE_EUR_PER_MW_PER_H,AFRR_PROCURED_CAPACITY_MW,COUNTRY,NOTE
2025-03-10,2025-03-10,aFRR,NEG_00_04,11.833245901639343,610.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-10,2025-03-10,aFRR,NEG_04_08,9.651940657578184,1247.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-10,2025-03-10,aFRR,NEG_08_12,11.044050632911391,711.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-10,2025-03-10,aFRR,NEG_12_16,12.145454545454546,528.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-10,2025-03-10,aFRR,NEG_16_20,9.500494023904382,1255.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-10,2025-03-10,aFRR,NEG_20_24,8.505616883116883,1232.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-10,2025-03-10,aFRR,POS_00_04,41.24329842931936,382.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-10,2025-03-10,aFRR,POS_04_08,36.20738019169329,939.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-10,2025-03-10,aFRR,POS_08_12,38.3783293556086,419.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-10,2025-03-10,aFRR,POS_12_16,41.30277777777775,216.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-10,2025-03-10,aFRR,POS_16_20,37.81067254685779,907.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-10,2025-03-10,aFRR,POS_20_24,34.339111111111116,900.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
