DATE_FROM,DATE_TO,TYPE_OF_RESERVES,PRODUCT,AFRR_AVERAGE_CAPACITY_PRICE_EUR_PER_MW_PER_H,AFRR_PROCURED_CAPACITY_MW,COUNTRY,NOTE
2026-02-26,2026-02-26,aFRR,NEG_00_04,10.234246575342471,292.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2026-02-26,2026-02-26,aFRR,NEG_04_08,10.23224489795918,392.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2026-02-26,2026-02-26,aFRR,NEG_08_12,10.223614457831324,332.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2026-02-26,2026-02-26,aFRR,NEG_12_16,10.163968253968259,252.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2026-02-26,2026-02-26,aFRR,NEG_16_20,8.879854941069805,1103.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2026-02-26,2026-02-26,aFRR,NEG_20_24,9.036246648793567,746.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2026-02-26,2026-02-26,aFRR,POS_00_04,29.612658227848115,316.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2026-02-26,2026-02-26,aFRR,POS_04_08,30.99473684210525,228.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2026-02-26,2026-02-26,aFRR,POS_08_12,32.98170731707316,164.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2026-02-26,2026-02-26,aFRR,POS_12_16,33.221590909090885,176.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2026-02-26,2026-02-26,aFRR,POS_16_20,34.27188465499485,971.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2026-02-26,2026-02-26,aFRR,POS_20_24,32.897229219143576,794.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
