DATE_FROM,DATE_TO,TYPE_OF_RESERVES,PRODUCT,AFRR_AVERAGE_CAPACITY_PRICE_EUR_PER_MW_PER_H,AFRR_PROCURED_CAPACITY_MW,COUNTRY,NOTE
2025-03-11,2025-03-11,aFRR,NEG_00_04,8.94894366197183,1136.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-11,2025-03-11,aFRR,NEG_04_08,8.314863013698629,1168.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-11,2025-03-11,aFRR,NEG_08_12,8.758444444444446,720.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-11,2025-03-11,aFRR,NEG_12_16,11.942307692307692,416.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-11,2025-03-11,aFRR,NEG_16_20,8.074424242424241,1155.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-11,2025-03-11,aFRR,NEG_20_24,7.782169491525423,1180.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-11,2025-03-11,aFRR,POS_00_04,36.0095,720.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-11,2025-03-11,aFRR,POS_04_08,35.84362745098039,816.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-11,2025-03-11,aFRR,POS_08_12,36.56630303030303,495.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-11,2025-03-11,aFRR,POS_12_16,40.303148148148146,216.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-11,2025-03-11,aFRR,POS_16_20,37.64299898682877,987.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-11,2025-03-11,aFRR,POS_20_24,34.515875486381326,1028.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
