DATE_FROM,DATE_TO,TYPE_OF_RESERVES,PRODUCT,AFRR_AVERAGE_CAPACITY_PRICE_EUR_PER_MW_PER_H,AFRR_PROCURED_CAPACITY_MW,COUNTRY,NOTE
2025-05-08,2025-05-08,aFRR,NEG_00_04,9.241134259259253,864.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-08,2025-05-08,aFRR,NEG_04_08,10.595913043478255,920.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-08,2025-05-08,aFRR,NEG_08_12,11.906933333333331,900.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-08,2025-05-08,aFRR,NEG_12_16,11.952075471698098,848.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-08,2025-05-08,aFRR,NEG_16_20,9.028562783661119,1322.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-08,2025-05-08,aFRR,NEG_20_24,7.990458221024256,1484.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-08,2025-05-08,aFRR,POS_00_04,32.31522727272726,528.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-08,2025-05-08,aFRR,POS_04_08,33.24949685534591,636.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-08,2025-05-08,aFRR,POS_08_12,38.53538461538463,520.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-08,2025-05-08,aFRR,POS_12_16,39.912758620689694,464.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-08,2025-05-08,aFRR,POS_16_20,30.653005464480895,1098.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-08,2025-05-08,aFRR,POS_20_24,27.5470394736842,1216.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
