DATE_FROM,DATE_TO,TYPE_OF_RESERVES,PRODUCT,AFRR_AVERAGE_CAPACITY_PRICE_EUR_PER_MW_PER_H,AFRR_PROCURED_CAPACITY_MW,COUNTRY,NOTE
2025-03-04,2025-03-04,aFRR,NEG_00_04,11.614761904761906,210.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-04,2025-03-04,aFRR,NEG_04_08,11.386503496503497,286.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-04,2025-03-04,aFRR,NEG_08_12,11.66430894308943,246.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-04,2025-03-04,aFRR,NEG_12_16,11.630769230769234,208.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-04,2025-03-04,aFRR,NEG_16_20,10.560193470374847,827.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-04,2025-03-04,aFRR,NEG_20_24,10.222256410256412,780.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-04,2025-03-04,aFRR,POS_00_04,41.06569620253166,158.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-04,2025-03-04,aFRR,POS_04_08,42.69224489795918,98.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-04,2025-03-04,aFRR,POS_08_12,42.13360655737704,122.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-04,2025-03-04,aFRR,POS_12_16,41.45624999999999,96.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-04,2025-03-04,aFRR,POS_16_20,39.53997714285714,875.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-03-04,2025-03-04,aFRR,POS_20_24,40.106391752577316,582.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
