DATE_FROM,DATE_TO,TYPE_OF_RESERVES,PRODUCT,AFRR_AVERAGE_CAPACITY_PRICE_EUR_PER_MW_PER_H,AFRR_PROCURED_CAPACITY_MW,COUNTRY,NOTE
2025-06-05,2025-06-05,aFRR,NEG_00_04,10.829101123595489,712.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-06-05,2025-06-05,aFRR,NEG_04_08,11.379336283185845,904.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-06-05,2025-06-05,aFRR,NEG_08_12,12.045925925925923,756.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-06-05,2025-06-05,aFRR,NEG_12_16,12.0556043956044,728.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-06-05,2025-06-05,aFRR,NEG_16_20,12.040930232558148,860.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-06-05,2025-06-05,aFRR,NEG_20_24,11.482750000000003,960.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-06-05,2025-06-05,aFRR,POS_00_04,31.799553072625702,716.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-06-05,2025-06-05,aFRR,POS_04_08,37.201556886227515,668.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-06-05,2025-06-05,aFRR,POS_08_12,42.29258566978195,642.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-06-05,2025-06-05,aFRR,POS_12_16,42.71986111111112,576.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-06-05,2025-06-05,aFRR,POS_16_20,39.833518518518495,864.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-06-05,2025-06-05,aFRR,POS_20_24,34.08485436893204,824.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
