DATE_FROM,DATE_TO,TYPE_OF_RESERVES,PRODUCT,AFRR_AVERAGE_CAPACITY_PRICE_EUR_PER_MW_PER_H,AFRR_PROCURED_CAPACITY_MW,COUNTRY,NOTE
2026-02-13,2026-02-13,aFRR,NEG_00_04,6.529212121212115,660.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2026-02-13,2026-02-13,aFRR,NEG_04_08,8.145710872162475,837.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2026-02-13,2026-02-13,aFRR,NEG_08_12,9.141343283582096,1072.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2026-02-13,2026-02-13,aFRR,NEG_12_16,9.166421663442943,1034.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2026-02-13,2026-02-13,aFRR,NEG_16_20,9.153051470588235,1088.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2026-02-13,2026-02-13,aFRR,NEG_20_24,8.124246575342456,876.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2026-02-13,2026-02-13,aFRR,POS_00_04,29.794827586206882,464.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2026-02-13,2026-02-13,aFRR,POS_04_08,32.06400000000001,375.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2026-02-13,2026-02-13,aFRR,POS_08_12,33.58888372093022,860.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2026-02-13,2026-02-13,aFRR,POS_12_16,33.07171859296481,995.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2026-02-13,2026-02-13,aFRR,POS_16_20,35.16807017543857,570.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2026-02-13,2026-02-13,aFRR,POS_20_24,32.1447142857143,560.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
