DATE_FROM,DATE_TO,TYPE_OF_RESERVES,PRODUCT,AFRR_AVERAGE_CAPACITY_PRICE_EUR_PER_MW_PER_H,AFRR_PROCURED_CAPACITY_MW,COUNTRY,NOTE
2025-05-30,2025-05-30,aFRR,NEG_00_04,11.94991228070174,456.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-30,2025-05-30,aFRR,NEG_04_08,12.026037735849041,636.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-30,2025-05-30,aFRR,NEG_08_12,12.069370078740137,508.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-30,2025-05-30,aFRR,NEG_12_16,12.100422535211255,568.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-30,2025-05-30,aFRR,NEG_16_20,12.064859154929563,568.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-30,2025-05-30,aFRR,NEG_20_24,12.001710526315778,608.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-30,2025-05-30,aFRR,POS_00_04,39.15619883040934,684.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-30,2025-05-30,aFRR,POS_04_08,40.86127167630057,692.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-30,2025-05-30,aFRR,POS_08_12,42.5257943925234,428.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-30,2025-05-30,aFRR,POS_12_16,43.154285714285706,336.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-30,2025-05-30,aFRR,POS_16_20,41.54916666666666,672.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-30,2025-05-30,aFRR,POS_20_24,39.472631578947365,912.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
