DATE_FROM,DATE_TO,TYPE_OF_RESERVES,PRODUCT,AFRR_AVERAGE_CAPACITY_PRICE_EUR_PER_MW_PER_H,AFRR_PROCURED_CAPACITY_MW,COUNTRY,NOTE
2025-11-21,2025-11-21,aFRR,NEG_00_04,7.768936170212756,1504.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-11-21,2025-11-21,aFRR,NEG_04_08,7.4080769230769175,1560.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-11-21,2025-11-21,aFRR,NEG_08_12,7.760895522388074,1608.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-11-21,2025-11-21,aFRR,NEG_12_16,7.449285266457695,1595.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-11-21,2025-11-21,aFRR,NEG_16_20,7.218461538461543,1664.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-11-21,2025-11-21,aFRR,NEG_20_24,7.387373737373739,1584.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-11-21,2025-11-21,aFRR,POS_00_04,24.11747844827587,928.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-11-21,2025-11-21,aFRR,POS_04_08,30.846981818181813,825.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-11-21,2025-11-21,aFRR,POS_08_12,37.666771241830055,765.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-11-21,2025-11-21,aFRR,POS_12_16,36.54482465462279,941.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-11-21,2025-11-21,aFRR,POS_16_20,42.5213384813385,777.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-11-21,2025-11-21,aFRR,POS_20_24,30.709623287671224,876.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
