DATE_FROM,DATE_TO,TYPE_OF_RESERVES,PRODUCT,AFRR_AVERAGE_CAPACITY_PRICE_EUR_PER_MW_PER_H,AFRR_PROCURED_CAPACITY_MW,COUNTRY,NOTE
2025-12-31,2025-12-31,aFRR,NEG_00_04,11.81170731707316,820.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-12-31,2025-12-31,aFRR,NEG_04_08,11.712624434389129,884.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-12-31,2025-12-31,aFRR,NEG_08_12,11.645482456140357,912.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-12-31,2025-12-31,aFRR,NEG_12_16,11.612368421052645,912.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-12-31,2025-12-31,aFRR,NEG_16_20,11.61947368421054,912.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-12-31,2025-12-31,aFRR,NEG_20_24,11.574398148148157,864.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-12-31,2025-12-31,aFRR,POS_00_04,43.304173913043506,460.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-12-31,2025-12-31,aFRR,POS_04_08,43.439543010752686,372.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-12-31,2025-12-31,aFRR,POS_08_12,43.22441860465121,344.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-12-31,2025-12-31,aFRR,POS_12_16,43.12176136363639,352.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-12-31,2025-12-31,aFRR,POS_16_20,43.6882868020304,788.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-12-31,2025-12-31,aFRR,POS_20_24,39.81383838383839,396.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
