DATE_FROM,DATE_TO,TYPE_OF_RESERVES,PRODUCT,AFRR_AVERAGE_CAPACITY_PRICE_EUR_PER_MW_PER_H,AFRR_PROCURED_CAPACITY_MW,COUNTRY,NOTE
2025-06-27,2025-06-27,aFRR,NEG_00_04,10.819496855345916,636.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-06-27,2025-06-27,aFRR,NEG_04_08,11.796306818181806,704.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-06-27,2025-06-27,aFRR,NEG_08_12,12.082152777777772,576.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-06-27,2025-06-27,aFRR,NEG_12_16,12.08248275862068,580.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-06-27,2025-06-27,aFRR,NEG_16_20,12.053550295857985,676.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-06-27,2025-06-27,aFRR,NEG_20_24,11.57627787307033,583.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-06-27,2025-06-27,aFRR,POS_00_04,43.08861111111108,288.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-06-27,2025-06-27,aFRR,POS_04_08,43.29277153558056,534.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-06-27,2025-06-27,aFRR,POS_08_12,43.50275862068961,348.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-06-27,2025-06-27,aFRR,POS_12_16,43.52515151515152,132.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-06-27,2025-06-27,aFRR,POS_16_20,40.45852941176474,544.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-06-27,2025-06-27,aFRR,POS_20_24,39.135463917525755,776.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
