DATE_FROM,DATE_TO,TYPE_OF_RESERVES,PRODUCT,AFRR_AVERAGE_CAPACITY_PRICE_EUR_PER_MW_PER_H,AFRR_PROCURED_CAPACITY_MW,COUNTRY,NOTE
2025-12-26,2025-12-26,aFRR,NEG_00_04,10.951046511627913,688.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-12-26,2025-12-26,aFRR,NEG_04_08,11.492098930481282,748.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-12-26,2025-12-26,aFRR,NEG_08_12,12.007600000000016,800.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-12-26,2025-12-26,aFRR,NEG_12_16,12.007637500000014,800.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-12-26,2025-12-26,aFRR,NEG_16_20,12.012083333333338,768.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-12-26,2025-12-26,aFRR,NEG_20_24,11.542234636871505,716.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-12-26,2025-12-26,aFRR,POS_00_04,43.19,384.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-12-26,2025-12-26,aFRR,POS_04_08,42.773333333333305,432.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-12-26,2025-12-26,aFRR,POS_08_12,42.4136363636364,528.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-12-26,2025-12-26,aFRR,POS_12_16,41.239115646258526,588.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-12-26,2025-12-26,aFRR,POS_16_20,39.44746887966813,964.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-12-26,2025-12-26,aFRR,POS_20_24,42.93999999999998,416.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
