DATE_FROM,DATE_TO,TYPE_OF_RESERVES,PRODUCT,AFRR_AVERAGE_CAPACITY_PRICE_EUR_PER_MW_PER_H,AFRR_PROCURED_CAPACITY_MW,COUNTRY,NOTE
2025-05-24,2025-05-24,aFRR,NEG_00_04,12.165693430656926,548.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-24,2025-05-24,aFRR,NEG_04_08,12.15928057553956,556.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-24,2025-05-24,aFRR,NEG_08_12,12.15431578947369,380.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-24,2025-05-24,aFRR,NEG_12_16,12.191235955056188,356.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-24,2025-05-24,aFRR,NEG_16_20,12.156018518518515,432.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-24,2025-05-24,aFRR,NEG_20_24,12.167417218543038,604.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-24,2025-05-24,aFRR,POS_00_04,43.19710659898479,788.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-24,2025-05-24,aFRR,POS_04_08,43.32138554216869,664.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-24,2025-05-24,aFRR,POS_08_12,43.74975903614456,332.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-24,2025-05-24,aFRR,POS_12_16,43.65583333333333,192.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-24,2025-05-24,aFRR,POS_16_20,43.823273809523805,672.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-05-24,2025-05-24,aFRR,POS_20_24,43.13459459459462,740.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
