DATE_FROM,DATE_TO,TYPE_OF_RESERVES,PRODUCT,AFRR_AVERAGE_CAPACITY_PRICE_EUR_PER_MW_PER_H,AFRR_PROCURED_CAPACITY_MW,COUNTRY,NOTE
2025-10-02,2025-10-02,aFRR,NEG_00_04,5.377142857142861,1120.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-10-02,2025-10-02,aFRR,NEG_04_08,6.651700680272111,1176.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-10-02,2025-10-02,aFRR,NEG_08_12,8.225277310924366,595.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-10-02,2025-10-02,aFRR,NEG_12_16,12.034155251141534,219.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-10-02,2025-10-02,aFRR,NEG_16_20,7.388350515463915,1067.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-10-02,2025-10-02,aFRR,NEG_20_24,6.444586206896553,1160.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-10-02,2025-10-02,aFRR,POS_00_04,26.767804878048796,656.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-10-02,2025-10-02,aFRR,POS_04_08,33.04045454545454,528.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-10-02,2025-10-02,aFRR,POS_08_12,40.053577586206856,464.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-10-02,2025-10-02,aFRR,POS_12_16,43.32983870967736,496.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-10-02,2025-10-02,aFRR,POS_16_20,40.20375999999996,500.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-10-02,2025-10-02,aFRR,POS_20_24,32.0393625498008,502.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
