DATE_FROM,DATE_TO,TYPE_OF_RESERVES,PRODUCT,AFRR_AVERAGE_CAPACITY_PRICE_EUR_PER_MW_PER_H,AFRR_PROCURED_CAPACITY_MW,COUNTRY,NOTE
2025-12-13,2025-12-13,aFRR,NEG_00_04,8.258231382978728,1504.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-12-13,2025-12-13,aFRR,NEG_04_08,8.55316953316954,1628.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-12-13,2025-12-13,aFRR,NEG_08_12,8.7632482598608,1724.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-12-13,2025-12-13,aFRR,NEG_12_16,8.744766355140198,1712.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-12-13,2025-12-13,aFRR,NEG_16_20,8.769351851851864,1728.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-12-13,2025-12-13,aFRR,NEG_20_24,9.790201775625512,1239.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-12-13,2025-12-13,aFRR,POS_00_04,34.96144736842107,1216.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-12-13,2025-12-13,aFRR,POS_04_08,35.3493103448276,1276.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-12-13,2025-12-13,aFRR,POS_08_12,35.61680473372784,1352.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-12-13,2025-12-13,aFRR,POS_12_16,36.7527272727273,1529.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-12-13,2025-12-13,aFRR,POS_16_20,41.46290763052206,1245.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-12-13,2025-12-13,aFRR,POS_20_24,39.11383319292336,1187.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
