DATE_FROM,DATE_TO,TYPE_OF_RESERVES,PRODUCT,AFRR_AVERAGE_CAPACITY_PRICE_EUR_PER_MW_PER_H,AFRR_PROCURED_CAPACITY_MW,COUNTRY,NOTE
2025-07-02,2025-07-02,aFRR,NEG_00_04,9.700434782608694,1104.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-07-02,2025-07-02,aFRR,NEG_04_08,10.254470677837013,1313.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-07-02,2025-07-02,aFRR,NEG_08_12,11.758292011019295,726.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-07-02,2025-07-02,aFRR,NEG_12_16,12.146585365853667,656.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-07-02,2025-07-02,aFRR,NEG_16_20,11.00039624608969,959.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-07-02,2025-07-02,aFRR,NEG_20_24,9.677652439024387,1312.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-07-02,2025-07-02,aFRR,POS_00_04,39.40688073394496,872.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-07-02,2025-07-02,aFRR,POS_04_08,40.46478331970563,1223.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-07-02,2025-07-02,aFRR,POS_08_12,42.5498207885305,558.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-07-02,2025-07-02,aFRR,POS_12_16,43.51282539682537,315.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-07-02,2025-07-02,aFRR,POS_16_20,42.57111389236548,799.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-07-02,2025-07-02,aFRR,POS_20_24,40.5545046235139,757.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
