DATE_FROM,DATE_TO,TYPE_OF_RESERVES,PRODUCT,AFRR_AVERAGE_CAPACITY_PRICE_EUR_PER_MW_PER_H,AFRR_PROCURED_CAPACITY_MW,COUNTRY,NOTE
2025-08-20,2025-08-20,aFRR,NEG_00_04,6.313698630136983,1168.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-08-20,2025-08-20,aFRR,NEG_04_08,6.936677524429967,1228.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-08-20,2025-08-20,aFRR,NEG_08_12,11.015268138801252,634.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-08-20,2025-08-20,aFRR,NEG_12_16,12.120588235294107,544.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-08-20,2025-08-20,aFRR,NEG_16_20,8.845478662053061,867.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-08-20,2025-08-20,aFRR,NEG_20_24,6.721953124999997,1280.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-08-20,2025-08-20,aFRR,POS_00_04,32.510000000000026,752.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-08-20,2025-08-20,aFRR,POS_04_08,32.78197355996224,1059.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-08-20,2025-08-20,aFRR,POS_08_12,39.04480519480514,462.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-08-20,2025-08-20,aFRR,POS_12_16,42.777351916376375,287.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-08-20,2025-08-20,aFRR,POS_16_20,39.798166915052114,671.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-08-20,2025-08-20,aFRR,POS_20_24,34.13333333333332,648.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
