DATE_FROM,DATE_TO,TYPE_OF_RESERVES,PRODUCT,AFRR_AVERAGE_CAPACITY_PRICE_EUR_PER_MW_PER_H,AFRR_PROCURED_CAPACITY_MW,COUNTRY,NOTE
2025-10-15,2025-10-15,aFRR,NEG_00_04,7.596874999999993,1280.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-10-15,2025-10-15,aFRR,NEG_04_08,7.925089285714286,1344.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-10-15,2025-10-15,aFRR,NEG_08_12,7.90817891373802,1252.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-10-15,2025-10-15,aFRR,NEG_12_16,7.932581413820496,1259.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-10-15,2025-10-15,aFRR,NEG_16_20,7.968775811209446,1356.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-10-15,2025-10-15,aFRR,NEG_20_24,7.963166666666666,1440.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-10-15,2025-10-15,aFRR,POS_00_04,25.133972602739718,584.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-10-15,2025-10-15,aFRR,POS_04_08,26.169561403508755,456.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-10-15,2025-10-15,aFRR,POS_08_12,33.874102564102536,312.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-10-15,2025-10-15,aFRR,POS_12_16,30.3906010928962,732.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-10-15,2025-10-15,aFRR,POS_16_20,39.23375000000002,144.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-10-15,2025-10-15,aFRR,POS_20_24,27.232912423625233,491.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
