DATE_FROM,DATE_TO,TYPE_OF_RESERVES,PRODUCT,AFRR_AVERAGE_CAPACITY_PRICE_EUR_PER_MW_PER_H,AFRR_PROCURED_CAPACITY_MW,COUNTRY,NOTE
2025-09-02,2025-09-02,aFRR,NEG_00_04,9.790987654320979,1296.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-09-02,2025-09-02,aFRR,NEG_04_08,10.011812668463614,1484.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-09-02,2025-09-02,aFRR,NEG_08_12,11.600775623268696,722.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-09-02,2025-09-02,aFRR,NEG_12_16,12.130507364975449,611.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-09-02,2025-09-02,aFRR,NEG_16_20,10.51935574229692,1071.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-09-02,2025-09-02,aFRR,NEG_20_24,9.400463215258858,1468.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-09-02,2025-09-02,aFRR,POS_00_04,34.805153374233186,652.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-09-02,2025-09-02,aFRR,POS_04_08,36.77145374449341,908.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-09-02,2025-09-02,aFRR,POS_08_12,42.247122507122484,702.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-09-02,2025-09-02,aFRR,POS_12_16,43.27591706539073,627.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-09-02,2025-09-02,aFRR,POS_16_20,40.416732429099916,811.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-09-02,2025-09-02,aFRR,POS_20_24,34.905733944954164,872.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
