DATE_FROM,DATE_TO,TYPE_OF_RESERVES,PRODUCT,AFRR_AVERAGE_CAPACITY_PRICE_EUR_PER_MW_PER_H,AFRR_PROCURED_CAPACITY_MW,COUNTRY,NOTE
2025-09-08,2025-09-08,aFRR,NEG_00_04,10.387441860465122,688.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-09-08,2025-09-08,aFRR,NEG_04_08,11.04842639593909,788.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-09-08,2025-09-08,aFRR,NEG_08_12,12.13333333333333,564.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-09-08,2025-09-08,aFRR,NEG_12_16,12.148823529411768,544.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-09-08,2025-09-08,aFRR,NEG_16_20,10.84753773584905,1060.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-09-08,2025-09-08,aFRR,NEG_20_24,9.835114006514658,1228.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-09-08,2025-09-08,aFRR,POS_00_04,36.9964,200.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-09-08,2025-09-08,aFRR,POS_04_08,39.82308243727592,279.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-09-08,2025-09-08,aFRR,POS_08_12,42.601519607843166,408.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-09-08,2025-09-08,aFRR,POS_12_16,43.00322500000002,400.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-09-08,2025-09-08,aFRR,POS_16_20,42.30988505747126,696.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-09-08,2025-09-08,aFRR,POS_20_24,38.27417142857143,700.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
