DATE_FROM,DATE_TO,TYPE_OF_RESERVES,PRODUCT,AFRR_AVERAGE_CAPACITY_PRICE_EUR_PER_MW_PER_H,AFRR_PROCURED_CAPACITY_MW,COUNTRY,NOTE
2025-11-28,2025-11-28,aFRR,NEG_00_04,9.284593837535013,714.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-11-28,2025-11-28,aFRR,NEG_04_08,9.107155963302752,872.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-11-28,2025-11-28,aFRR,NEG_08_12,9.163696581196586,936.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-11-28,2025-11-28,aFRR,NEG_12_16,9.102368421052633,912.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-11-28,2025-11-28,aFRR,NEG_16_20,9.079554655870464,988.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-11-28,2025-11-28,aFRR,NEG_20_24,9.598740920096853,826.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-11-28,2025-11-28,aFRR,POS_00_04,28.988235294117622,374.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-11-28,2025-11-28,aFRR,POS_04_08,32.074868421052635,304.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-11-28,2025-11-28,aFRR,POS_08_12,39.51020833333337,288.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-11-28,2025-11-28,aFRR,POS_12_16,39.49283333333332,240.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-11-28,2025-11-28,aFRR,POS_16_20,42.369090909090865,264.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
2025-11-28,2025-11-28,aFRR,POS_20_24,32.75005291005289,378.0,SK,ENTSO-E Procured Balancing Capacity GL EB 12.3.F
