deliveryDay,period,deliveryStart,deliveryEnd,price,priceWeightedAverage,priceAverage,lastPrice,minimalPrice,maximalPrice,successfulVolume,purchaseSuccessfulVolume,saleSuccessfulVolume
2026-03-01,22,2026-03-01T04:15:00Z,2026-03-01T04:30:00Z,59.12,59.12,59.12,59.12,59.12,59.12,0.5,0.0,0.5
2026-03-01,23,2026-03-01T04:30:00Z,2026-03-01T04:45:00Z,60.35,60.35,60.35,60.35,60.35,60.35,0.5,0.0,0.5
2026-03-01,24,2026-03-01T04:45:00Z,2026-03-01T05:00:00Z,59.7,59.7,59.7,59.61,59.61,59.8,0.6,0.0,0.6
2026-03-01,25,2026-03-01T05:00:00Z,2026-03-01T05:15:00Z,47.52,47.52,55.03,43.12,39.22,77.29,43.6,33.1,10.5
2026-03-01,26,2026-03-01T05:15:00Z,2026-03-01T05:30:00Z,45.31,45.31,50.61,40.46,40.13,79.64,41.3,40.0,1.3
2026-03-01,27,2026-03-01T05:30:00Z,2026-03-01T05:45:00Z,44.04,44.04,53.37,36.67,36.66,82.25,38.8,38.4,0.4
2026-03-01,28,2026-03-01T05:45:00Z,2026-03-01T06:00:00Z,45.94,45.94,48.72,34.56,34.56,78.9,48.9,44.2,4.7
2026-03-01,29,2026-03-01T06:00:00Z,2026-03-01T06:15:00Z,46.52,46.52,47.14,38.27,35.27,62.54,35.3,31.0,4.3
2026-03-01,30,2026-03-01T06:15:00Z,2026-03-01T06:30:00Z,45.24,45.24,45.86,38.93,36.72,69.78,27.8,22.3,5.5
2026-03-01,31,2026-03-01T06:30:00Z,2026-03-01T06:45:00Z,39.36,39.36,40.62,32.52,32.52,46.59,24.0,12.9,11.1
2026-03-01,32,2026-03-01T06:45:00Z,2026-03-01T07:00:00Z,37.04,37.04,40.52,25.96,25.79,55.4,63.6,45.6,18.0
2026-03-01,33,2026-03-01T07:00:00Z,2026-03-01T07:15:00Z,41.0,41.0,40.26,38.09,33.71,56.66,93.3,67.0,26.3
2026-03-01,34,2026-03-01T07:15:00Z,2026-03-01T07:30:00Z,30.12,30.12,29.32,34.47,17.17,43.22,53.5,44.4,9.1
2026-03-01,35,2026-03-01T07:30:00Z,2026-03-01T07:45:00Z,29.85,29.85,29.27,48.42,18.07,53.6,63.0,31.6,31.4
2026-03-01,36,2026-03-01T07:45:00Z,2026-03-01T08:00:00Z,23.5,23.5,22.5,33.24,15.81,38.62,78.9,47.5,31.4
2026-03-01,37,2026-03-01T08:00:00Z,2026-03-01T08:15:00Z,44.39,44.39,40.68,45.03,17.94,71.53,113.0,40.7,72.3
2026-03-01,38,2026-03-01T08:15:00Z,2026-03-01T08:30:00Z,30.0,30.0,22.97,44.34,8.1,59.4,123.3,40.7,82.6
2026-03-01,39,2026-03-01T08:30:00Z,2026-03-01T08:45:00Z,16.36,16.36,15.77,18.0,3.43,46.79,104.0,35.5,68.5
2026-03-01,40,2026-03-01T08:45:00Z,2026-03-01T09:00:00Z,18.55,18.55,14.65,30.0,-6.08,74.9,92.9,20.0,72.9
2026-03-01,41,2026-03-01T09:00:00Z,2026-03-01T09:15:00Z,32.22,32.22,36.29,15.37,-2.45,71.21,215.3,119.9,95.4
2026-03-01,42,2026-03-01T09:15:00Z,2026-03-01T09:30:00Z,9.57,9.57,9.0,6.63,-34.99,30.74,220.4,112.8,107.6
2026-03-01,43,2026-03-01T09:30:00Z,2026-03-01T09:45:00Z,21.71,21.71,22.27,14.96,-5.0,72.98,348.3,168.1,180.2
2026-03-01,44,2026-03-01T09:45:00Z,2026-03-01T10:00:00Z,-0.13,-0.13,0.85,1.71,-39.0,19.95,220.7,115.5,105.2
2026-03-01,45,2026-03-01T10:00:00Z,2026-03-01T10:15:00Z,3.03,3.03,3.7,30.3,-5.0,30.3,143.2,87.9,55.3
2026-03-01,46,2026-03-01T10:15:00Z,2026-03-01T10:30:00Z,0.39,0.39,0.67,-4.36,-5.0,18.35,79.4,31.0,48.4
2026-03-01,47,2026-03-01T10:30:00Z,2026-03-01T10:45:00Z,7.19,7.19,4.99,1.44,-28.01,30.5,104.4,34.4,70.0
2026-03-01,48,2026-03-01T10:45:00Z,2026-03-01T11:00:00Z,-0.5,-0.5,2.51,6.05,-27.26,23.69,119.0,42.9,76.1
2026-03-01,49,2026-03-01T11:00:00Z,2026-03-01T11:15:00Z,9.66,9.66,6.8,-0.07,-5.0,20.0,51.6,24.7,26.9
2026-03-01,50,2026-03-01T11:15:00Z,2026-03-01T11:30:00Z,6.86,6.86,5.18,20.88,-5.95,20.88,73.6,34.4,39.2
2026-03-01,51,2026-03-01T11:30:00Z,2026-03-01T11:45:00Z,1.46,1.46,1.32,9.99,-5.57,17.07,68.8,24.5,44.3
2026-03-01,52,2026-03-01T11:45:00Z,2026-03-01T12:00:00Z,0.63,0.63,-0.93,17.88,-14.23,21.46,93.8,46.0,47.8
2026-03-01,53,2026-03-01T12:00:00Z,2026-03-01T12:15:00Z,-0.67,-0.67,0.49,5.69,-19.47,15.24,68.3,36.5,31.8
2026-03-01,54,2026-03-01T12:15:00Z,2026-03-01T12:30:00Z,0.11,0.11,-2.13,6.98,-10.0,17.05,70.2,35.9,34.3
2026-03-01,55,2026-03-01T12:30:00Z,2026-03-01T12:45:00Z,-1.57,-1.57,-3.01,-6.26,-10.0,11.06,70.5,30.7,39.8
2026-03-01,56,2026-03-01T12:45:00Z,2026-03-01T13:00:00Z,-2.67,-2.67,-2.71,-2.87,-6.63,7.49,63.9,35.3,28.6
2026-03-01,57,2026-03-01T13:00:00Z,2026-03-01T13:15:00Z,-5.56,-5.56,-8.15,-45.36,-45.36,-1.31,78.0,34.9,43.1
2026-03-01,58,2026-03-01T13:15:00Z,2026-03-01T13:30:00Z,-2.15,-2.15,-5.21,-47.12,-47.12,0.47,162.2,69.2,93.0
2026-03-01,59,2026-03-01T13:30:00Z,2026-03-01T13:45:00Z,-0.04,-0.04,-0.05,-2.58,-3.03,5.8,187.2,75.3,111.9
2026-03-01,60,2026-03-01T13:45:00Z,2026-03-01T14:00:00Z,9.76,9.76,9.28,-9.99,-9.99,19.88,106.5,43.6,62.9
2026-03-01,61,2026-03-01T14:00:00Z,2026-03-01T14:15:00Z,-6.84,-6.84,-4.66,-8.38,-10.02,13.65,91.1,32.4,58.7
2026-03-01,62,2026-03-01T14:15:00Z,2026-03-01T14:30:00Z,10.51,10.51,9.73,6.97,1.57,17.82,137.4,48.4,89.0
2026-03-01,63,2026-03-01T14:30:00Z,2026-03-01T14:45:00Z,39.56,39.56,37.56,54.81,22.51,57.5,132.3,47.1,85.2
2026-03-01,64,2026-03-01T14:45:00Z,2026-03-01T15:00:00Z,64.9,64.9,64.41,68.91,51.71,76.48,164.9,86.1,78.8
2026-03-01,65,2026-03-01T15:00:00Z,2026-03-01T15:15:00Z,47.11,47.11,45.93,41.45,37.51,53.42,57.1,18.2,38.9
2026-03-01,66,2026-03-01T15:15:00Z,2026-03-01T15:30:00Z,66.92,66.92,67.86,63.88,62.26,74.07,41.9,26.9,15.0
2026-03-01,67,2026-03-01T15:30:00Z,2026-03-01T15:45:00Z,95.24,95.24,95.86,108.0,88.66,108.0,99.3,66.3,33.0
2026-03-01,68,2026-03-01T15:45:00Z,2026-03-01T16:00:00Z,107.42,107.42,108.16,104.98,96.37,135.04,226.1,93.6,132.5
2026-03-01,69,2026-03-01T16:00:00Z,2026-03-01T16:15:00Z,99.95,99.95,99.88,92.03,92.03,117.44,155.4,9.8,145.6
2026-03-01,70,2026-03-01T16:15:00Z,2026-03-01T16:30:00Z,105.67,105.67,105.43,98.69,98.31,131.37,146.7,23.8,122.9
2026-03-01,71,2026-03-01T16:30:00Z,2026-03-01T16:45:00Z,109.66,109.66,114.39,101.11,101.11,127.68,38.1,24.7,13.4
2026-03-01,72,2026-03-01T16:45:00Z,2026-03-01T17:00:00Z,114.65,114.65,115.99,108.44,104.93,140.9,100.4,59.2,41.2
2026-03-01,73,2026-03-01T17:00:00Z,2026-03-01T17:15:00Z,117.73,117.73,117.64,108.9,108.9,129.91,31.0,5.0,26.0
2026-03-01,74,2026-03-01T17:15:00Z,2026-03-01T17:30:00Z,115.41,115.41,116.68,115.55,106.2,130.06,96.9,38.7,58.2
2026-03-01,75,2026-03-01T17:30:00Z,2026-03-01T17:45:00Z,117.92,117.92,119.32,118.93,107.11,134.78,97.8,34.6,63.2
2026-03-01,76,2026-03-01T17:45:00Z,2026-03-01T18:00:00Z,118.39,118.39,119.84,112.59,106.84,142.26,90.8,36.4,54.4
2026-03-01,77,2026-03-01T18:00:00Z,2026-03-01T18:15:00Z,116.89,116.89,115.91,118.17,108.8,138.79,42.1,13.0,29.1
2026-03-01,78,2026-03-01T18:15:00Z,2026-03-01T18:30:00Z,115.84,115.84,115.87,119.91,107.21,136.1,42.7,4.1,38.6
2026-03-01,79,2026-03-01T18:30:00Z,2026-03-01T18:45:00Z,111.84,111.84,111.75,115.41,101.57,127.76,47.1,13.6,33.5
2026-03-01,80,2026-03-01T18:45:00Z,2026-03-01T19:00:00Z,107.91,107.91,109.84,105.63,100.02,122.51,46.1,21.8,24.3
2026-03-01,81,2026-03-01T19:00:00Z,2026-03-01T19:15:00Z,113.05,113.05,113.45,107.93,106.52,122.68,74.3,45.8,28.5
2026-03-01,82,2026-03-01T19:15:00Z,2026-03-01T19:30:00Z,104.97,104.97,106.13,105.08,100.92,112.3,26.2,17.8,8.4
2026-03-01,83,2026-03-01T19:30:00Z,2026-03-01T19:45:00Z,102.59,102.59,102.35,100.77,94.91,116.99,142.0,35.6,106.4
2026-03-01,84,2026-03-01T19:45:00Z,2026-03-01T20:00:00Z,95.51,95.51,94.68,87.29,86.3,122.01,184.4,49.3,135.1
2026-03-01,85,2026-03-01T20:00:00Z,2026-03-01T20:15:00Z,109.58,109.58,105.59,90.45,90.45,120.97,210.4,52.5,157.9
2026-03-01,86,2026-03-01T20:15:00Z,2026-03-01T20:30:00Z,99.6,99.6,97.63,78.42,78.41,113.22,183.3,34.6,148.7
2026-03-01,87,2026-03-01T20:30:00Z,2026-03-01T20:45:00Z,92.89,92.89,95.34,74.5,74.5,106.0,75.3,38.7,36.6
2026-03-01,88,2026-03-01T20:45:00Z,2026-03-01T21:00:00Z,85.26,85.26,87.66,70.75,70.75,99.69,112.5,45.6,66.9
2026-03-01,89,2026-03-01T21:00:00Z,2026-03-01T21:15:00Z,100.68,100.68,97.96,89.87,89.87,111.11,67.4,47.2,20.2
2026-03-01,90,2026-03-01T21:15:00Z,2026-03-01T21:30:00Z,94.6,94.6,93.99,83.46,83.42,112.77,76.1,41.0,35.1
2026-03-01,91,2026-03-01T21:30:00Z,2026-03-01T21:45:00Z,85.24,85.24,83.95,80.09,75.61,94.48,57.4,26.2,31.2
2026-03-01,92,2026-03-01T21:45:00Z,2026-03-01T22:00:00Z,79.38,79.38,77.06,77.63,69.45,128.33,77.8,36.0,41.8
2026-03-01,93,2026-03-01T22:00:00Z,2026-03-01T22:15:00Z,88.25,88.25,88.96,87.05,78.49,94.74,47.0,25.5,21.5
2026-03-01,94,2026-03-01T22:15:00Z,2026-03-01T22:30:00Z,83.88,83.88,85.14,75.51,74.55,93.87,39.8,23.5,16.3
2026-03-01,95,2026-03-01T22:30:00Z,2026-03-01T22:45:00Z,77.04,77.04,77.71,78.0,70.0,85.88,44.0,25.7,18.3
2026-03-01,96,2026-03-01T22:45:00Z,2026-03-01T23:00:00Z,67.71,67.71,67.34,64.0,63.83,79.82,61.6,18.1,43.5
