date,period,supply,demand,balance
2025-05-29,35,1600.499,1600.5,0.001
2025-05-29,36,1534.799,1534.8,0.001
2025-05-29,37,1779.431,1779.431,0.0
2025-05-29,38,1698.456,1698.456,0.0
2025-05-29,39,1718.331,1718.331,0.0
2025-05-29,40,1844.531,1844.531,0.0
2025-05-29,41,1846.522,1846.524,0.002
2025-05-29,42,1810.492,1810.494,0.002
2025-05-29,43,1828.972,1828.974,0.002
2025-05-29,44,1786.622,1786.624,0.002
2025-05-29,45,1881.697,1881.698,0.001
2025-05-29,46,1892.797,1892.798,0.001
2025-05-29,47,1906.047,1906.048,0.001
2025-05-29,48,1876.922,1876.923,0.001
2025-05-29,49,1855.873,1855.874,0.001
2025-05-29,50,1902.823,1902.824,0.001
2025-05-29,51,1890.348,1890.349,0.001
2025-05-29,52,1889.198,1889.199,0.001
2025-05-29,53,1861.582,1861.583,0.001
2025-05-29,54,1825.782,1825.783,0.001
2025-05-29,55,1829.707,1829.708,0.001
2025-05-29,56,1834.957,1834.958,0.001
2025-05-29,57,1848.7,1848.701,0.001
2025-05-29,58,1838.8,1838.801,0.001
2025-05-29,59,1837.825,1837.826,0.001
2025-05-29,60,1836.45,1836.451,0.001
2025-05-29,61,1784.937,1784.937,0.0
2025-05-29,62,1782.187,1782.187,0.0
2025-05-29,63,1758.587,1758.587,0.0
2025-05-29,64,1764.037,1764.037,0.0
2025-05-29,65,2029.397,2029.398,0.001
2025-05-29,66,2014.822,2014.823,0.001
2025-05-29,67,1953.522,1953.523,0.001
2025-05-29,68,1978.872,1978.873,0.001
2025-05-29,69,2030.043,2030.045,0.002
2025-05-29,70,2011.143,2011.145,0.002
2025-05-29,71,1967.968,1967.97,0.002
2025-05-29,72,1966.218,1966.22,0.002
2025-05-29,73,2054.74,2054.741,0.001
2025-05-29,74,2026.465,2026.466,0.001
2025-05-29,75,2050.79,2050.791,0.001
2025-05-29,76,1999.74,1999.741,0.001
2025-05-29,77,2040.646,2040.647,0.001
2025-05-29,78,1966.396,1966.397,0.001
2025-05-29,79,1925.171,1925.172,0.001
2025-05-29,80,1892.196,1892.197,0.001
2025-05-29,81,1847.696,1847.696,0.0
2025-05-29,82,1808.071,1808.071,0.0
2025-05-29,83,1791.271,1791.271,0.0
2025-05-29,84,1805.596,1805.596,0.0
2025-05-29,85,1833.811,1833.812,0.001
2025-05-29,86,1835.261,1835.262,0.001
2025-05-29,87,1887.336,1887.337,0.001
2025-05-29,88,1985.111,1985.112,0.001
2025-05-29,89,2070.46,2070.461,0.001
2025-05-29,90,2040.835,2040.836,0.001
2025-05-29,91,2058.985,2058.986,0.001
2025-05-29,92,2167.885,2167.886,0.001
2025-05-29,93,2009.461,2009.462,0.001
2025-05-29,94,2023.061,2023.062,0.001
2025-05-29,95,2055.036,2055.037,0.001
2025-05-29,96,2124.461,2124.462,0.001
2025-05-30,1,2002.786,2002.786,0.0
2025-05-30,2,1976.586,1976.586,0.0
2025-05-30,3,2000.161,2000.161,0.0
2025-05-30,4,2043.686,2043.686,0.0
2025-05-30,5,2079.279,2079.28,0.001
2025-05-30,6,2080.029,2080.03,0.001
2025-05-30,7,2096.354,2096.355,0.001
2025-05-30,8,2132.554,2132.555,0.001
2025-05-30,9,2178.13,2178.131,0.001
2025-05-30,10,2165.405,2165.406,0.001
2025-05-30,11,2161.855,2161.856,0.001
2025-05-30,12,2180.33,2180.331,0.001
2025-05-30,13,2123.802,2123.804,0.002
2025-05-30,14,2127.827,2127.829,0.002
2025-05-30,15,2110.802,2110.804,0.002
2025-05-30,16,2122.402,2122.404,0.002
2025-05-30,17,2053.318,2053.319,0.001
2025-05-30,18,2066.293,2066.294,0.001
2025-05-30,19,2057.243,2057.244,0.001
2025-05-30,20,2063.843,2063.844,0.001
2025-05-30,21,1754.647,1754.648,0.001
2025-05-30,22,1743.947,1743.948,0.001
2025-05-30,23,1741.447,1741.448,0.001
2025-05-30,24,1782.272,1782.273,0.001
2025-05-30,25,1796.684,1796.686,0.002
2025-05-30,26,1734.834,1734.836,0.002
2025-05-30,27,1733.184,1733.186,0.002
2025-05-30,28,1743.834,1743.836,0.002
2025-05-30,29,1653.588,1653.59,0.002
2025-05-30,30,1645.263,1645.265,0.002
2025-05-30,31,1616.813,1616.815,0.002
2025-05-30,32,1619.113,1619.115,0.002
2025-05-30,33,1813.176,1813.178,0.002
2025-05-30,34,1766.501,1766.503,0.002
2025-05-30,35,1796.626,1796.628,0.002
2025-05-30,36,1824.301,1824.303,0.002
2025-05-30,37,1677.705,1677.706,0.001
2025-05-30,38,1611.405,1611.406,0.001
2025-05-30,39,1616.43,1616.431,0.001
2025-05-30,40,1614.905,1614.906,0.001
2025-05-30,41,1974.854,1974.856,0.002
2025-05-30,42,1940.679,1940.681,0.002
2025-05-30,43,1912.104,1912.106,0.002
2025-05-30,44,1927.804,1927.806,0.002
2025-05-30,45,1804.927,1804.928,0.001
2025-05-30,46,1770.202,1770.203,0.001
2025-05-30,47,1797.977,1797.978,0.001
2025-05-30,48,1773.452,1773.453,0.001
2025-05-30,49,1681.933,1681.934,0.001
2025-05-30,50,1692.383,1692.384,0.001
2025-05-30,51,1682.058,1682.059,0.001
2025-05-30,52,1677.633,1677.634,0.001
2025-05-30,53,1765.461,1765.462,0.001
2025-05-30,54,1746.386,1746.387,0.001
2025-05-30,55,1730.936,1730.937,0.001
2025-05-30,56,1737.436,1737.437,0.001
2025-05-30,57,1801.082,1801.084,0.002
2025-05-30,58,1686.157,1686.159,0.002
2025-05-30,59,1733.532,1733.534,0.002
2025-05-30,60,1785.457,1785.459,0.002
2025-05-30,61,1640.037,1640.039,0.002
2025-05-30,62,1659.812,1659.814,0.002
2025-05-30,63,1690.337,1690.339,0.002
2025-05-30,64,1678.487,1678.489,0.002
2025-05-30,65,1953.249,1953.249,0.0
2025-05-30,66,1930.799,1930.799,0.0
2025-05-30,67,1936.199,1936.199,0.0
2025-05-30,68,1979.624,1979.624,0.0
2025-05-30,69,2155.435,2155.437,0.002
2025-05-30,70,2072.51,2072.512,0.002
2025-05-30,71,2094.685,2094.687,0.002
2025-05-30,72,2092.01,2092.012,0.002
2025-05-30,73,1873.066,1873.067,0.001
2025-05-30,74,1864.491,1864.492,0.001
2025-05-30,75,1881.566,1881.567,0.001
2025-05-30,76,1889.916,1889.917,0.001
2025-05-30,77,1686.383,1686.384,0.001
2025-05-30,78,1662.833,1662.834,0.001
2025-05-30,79,1657.108,1657.109,0.001
2025-05-30,80,1701.808,1701.809,0.001
2025-05-30,81,1807.949,1807.949,0.0
2025-05-30,82,1808.699,1808.699,0.0
2025-05-30,83,1828.699,1828.699,0.0
2025-05-30,84,1848.349,1848.349,0.0
2025-05-30,85,1819.306,1819.307,0.001
2025-05-30,86,1834.981,1834.982,0.001
2025-05-30,87,1936.531,1936.532,0.001
2025-05-30,88,2080.756,2080.757,0.001
2025-05-30,89,1861.901,1861.901,0.0
2025-05-30,90,1859.751,1859.751,0.0
2025-05-30,91,1940.676,1940.676,0.0
2025-05-30,92,2065.026,2065.026,0.0
2025-05-30,93,1873.018,1873.019,0.001
2025-05-30,94,1828.793,1828.794,0.001
2025-05-30,95,1786.968,1786.969,0.001
2025-05-30,96,1913.018,1913.019,0.001
2025-05-31,1,1620.941,1620.942,0.001
2025-05-31,2,1595.541,1595.542,0.001
2025-05-31,3,1571.891,1571.892,0.001
2025-05-31,4,1603.066,1603.067,0.001
2025-05-31,5,1440.019,1440.02,0.001
2025-05-31,6,1419.244,1419.245,0.001
2025-05-31,7,1365.994,1365.995,0.001
2025-05-31,8,1407.144,1407.145,0.001
2025-05-31,9,1367.056,1367.057,0.001
2025-05-31,10,1348.131,1348.132,0.001
2025-05-31,11,1344.556,1344.557,0.001
2025-05-31,12,1349.731,1349.732,0.001
2025-05-31,13,1428.157,1428.159,0.002
2025-05-31,14,1423.382,1423.384,0.002
2025-05-31,15,1420.082,1420.084,0.002
2025-05-31,16,1376.482,1376.484,0.002
2025-05-31,17,1387.683,1387.684,0.001
2025-05-31,18,1382.908,1382.909,0.001
2025-05-31,19,1387.958,1387.959,0.001
2025-05-31,20,1407.208,1407.209,0.001
2025-05-31,21,1358.147,1358.147,0.0
2025-05-31,22,1353.272,1353.272,0.0
2025-05-31,23,1359.797,1359.797,0.0
2025-05-31,24,1347.497,1347.497,0.0
2025-05-31,25,1499.238,1499.24,0.002
2025-05-31,26,1510.313,1510.315,0.002
2025-05-31,27,1541.363,1541.365,0.002
2025-05-31,28,1554.938,1554.94,0.002
2025-05-31,29,1676.059,1676.06,0.001
2025-05-31,30,1565.259,1565.26,0.001
2025-05-31,31,1565.034,1565.035,0.001
2025-05-31,32,1614.484,1614.485,0.001
2025-05-31,33,1802.188,1802.19,0.002
2025-05-31,34,1740.763,1740.765,0.002
2025-05-31,35,1701.763,1701.765,0.002
2025-05-31,36,1729.088,1729.09,0.002
2025-05-31,37,2167.832,2167.834,0.002
2025-05-31,38,2167.207,2167.209,0.002
2025-05-31,39,2011.282,2011.284,0.002
2025-05-31,40,1988.007,1988.009,0.002
2025-05-31,41,1559.351,1559.352,0.001
2025-05-31,42,1550.601,1550.602,0.001
2025-05-31,43,1539.076,1539.077,0.001
2025-05-31,44,1558.826,1558.827,0.001
2025-05-31,45,1460.784,1460.785,0.001
2025-05-31,46,1433.884,1433.885,0.001
2025-05-31,47,1461.384,1461.385,0.001
2025-05-31,48,1435.234,1435.235,0.001
2025-05-31,49,1540.958,1540.959,0.001
2025-05-31,50,1582.733,1582.734,0.001
2025-05-31,51,1617.083,1617.084,0.001
2025-05-31,52,1626.233,1626.234,0.001
2025-05-31,53,1472.617,1472.618,0.001
2025-05-31,54,1511.842,1511.843,0.001
2025-05-31,55,1504.892,1504.893,0.001
2025-05-31,56,1514.142,1514.143,0.001
2025-05-31,57,1545.221,1545.222,0.001
2025-05-31,58,1543.471,1543.472,0.001
2025-05-31,59,1486.871,1486.872,0.001
2025-05-31,60,1517.496,1517.497,0.001
2025-05-31,61,1743.826,1743.827,0.001
2025-05-31,62,1729.826,1729.827,0.001
2025-05-31,63,1635.401,1635.402,0.001
2025-05-31,64,1771.926,1771.927,0.001
2025-05-31,65,2250.979,2250.981,0.002
2025-05-31,66,2090.054,2090.056,0.002
2025-05-31,67,2052.904,2052.906,0.002
2025-05-31,68,2066.804,2066.806,0.002
2025-05-31,69,1484.314,1484.315,0.001
2025-05-31,70,1551.064,1551.065,0.001
2025-05-31,71,1571.089,1571.09,0.001
2025-05-31,72,1559.014,1559.015,0.001
2025-05-31,73,1656.263,1656.264,0.001
2025-05-31,74,1605.888,1605.889,0.001
2025-05-31,75,1595.438,1595.439,0.001
2025-05-31,76,1618.913,1618.914,0.001
2025-05-31,77,1923.582,1923.584,0.002
2025-05-31,78,1839.582,1839.584,0.002
2025-05-31,79,1791.957,1791.959,0.002
2025-05-31,80,1790.782,1790.784,0.002
2025-05-31,81,1981.387,1981.388,0.001
2025-05-31,82,1993.587,1993.588,0.001
2025-05-31,83,1934.712,1934.713,0.001
2025-05-31,84,1948.812,1948.813,0.001
2025-05-31,85,1934.527,1934.528,0.001
2025-05-31,86,1967.527,1967.528,0.001
2025-05-31,87,1933.952,1933.953,0.001
2025-05-31,88,2004.652,2004.653,0.001
2025-05-31,89,1863.938,1863.939,0.001
2025-05-31,90,1841.863,1841.864,0.001
2025-05-31,91,1785.438,1785.439,0.001
2025-05-31,92,1851.438,1851.439,0.001
2025-05-31,93,1795.219,1795.219,0.0
2025-05-31,94,1771.494,1771.494,0.0
2025-05-31,95,1788.394,1788.394,0.0
2025-05-31,96,1784.844,1784.844,0.0
2025-06-01,1,1717.217,1717.218,0.001
2025-06-01,2,1715.167,1715.168,0.001
2025-06-01,3,1709.317,1709.318,0.001
2025-06-01,4,1744.642,1744.643,0.001
2025-06-01,5,1683.111,1683.112,0.001
2025-06-01,6,1702.661,1702.662,0.001
2025-06-01,7,1681.711,1681.712,0.001
2025-06-01,8,1693.186,1693.187,0.001
2025-06-01,9,1548.626,1548.628,0.002
2025-06-01,10,1541.901,1541.903,0.002
2025-06-01,11,1544.676,1544.678,0.002
2025-06-01,12,1538.751,1538.753,0.002
2025-06-01,13,1490.148,1490.149,0.001
2025-06-01,14,1492.373,1492.374,0.001
2025-06-01,15,1491.198,1491.199,0.001
2025-06-01,16,1483.923,1483.924,0.001
2025-06-01,17,1505.596,1505.597,0.001
2025-06-01,18,1507.521,1507.522,0.001
2025-06-01,19,1513.521,1513.522,0.001
2025-06-01,20,1503.971,1503.972,0.001
2025-06-01,21,1439.602,1439.604,0.002
2025-06-01,22,1428.052,1428.054,0.002
2025-06-01,23,1423.102,1423.104,0.002
2025-06-01,24,1423.902,1423.904,0.002
2025-06-01,25,1513.958,1513.961,0.003
2025-06-01,26,1478.258,1478.261,0.003
2025-06-01,27,1435.233,1435.236,0.003
2025-06-01,28,1424.208,1424.211,0.003
2025-06-01,29,1416.694,1416.696,0.002
2025-06-01,30,1307.994,1307.996,0.002
2025-06-01,31,1293.469,1293.471,0.002
2025-06-01,32,1299.794,1299.796,0.002
2025-06-01,33,1429.042,1429.043,0.001
2025-06-01,34,1311.142,1311.143,0.001
2025-06-01,35,1296.217,1296.218,0.001
2025-06-01,36,1248.642,1248.643,0.001
2025-06-01,37,1618.26,1618.261,0.001
2025-06-01,38,1626.985,1626.986,0.001
2025-06-01,39,1689.11,1689.111,0.001
2025-06-01,40,1738.21,1738.211,0.001
2025-06-01,41,1528.664,1528.665,0.001
2025-06-01,42,1487.089,1487.09,0.001
2025-06-01,43,1483.964,1483.965,0.001
2025-06-01,44,1516.739,1516.74,0.001
2025-06-01,45,1551.818,1551.819,0.001
2025-06-01,46,1576.093,1576.094,0.001
2025-06-01,47,1532.368,1532.369,0.001
2025-06-01,48,1562.893,1562.894,0.001
2025-06-01,49,1399.431,1399.433,0.002
2025-06-01,50,1430.506,1430.508,0.002
2025-06-01,51,1424.131,1424.133,0.002
2025-06-01,52,1428.131,1428.133,0.002
2025-06-01,53,1308.9,1308.902,0.002
2025-06-01,54,1315.225,1315.227,0.002
2025-06-01,55,1313.125,1313.127,0.002
2025-06-01,56,1318.6,1318.602,0.002
2025-06-01,57,1713.206,1713.208,0.002
2025-06-01,58,1662.806,1662.808,0.002
2025-06-01,59,1653.831,1653.833,0.002
2025-06-01,60,1629.481,1629.483,0.002
2025-06-01,61,1960.947,1960.949,0.002
2025-06-01,62,1850.772,1850.774,0.002
2025-06-01,63,1765.597,1765.599,0.002
2025-06-01,64,1750.572,1750.574,0.002
2025-06-01,65,2334.528,2334.53,0.002
2025-06-01,66,2178.028,2178.03,0.002
2025-06-01,67,2138.278,2138.28,0.002
2025-06-01,68,2148.153,2148.155,0.002
2025-06-01,69,1907.446,1907.447,0.001
2025-06-01,70,1888.496,1888.497,0.001
2025-06-01,71,1884.946,1884.947,0.001
2025-06-01,72,1901.296,1901.297,0.001
2025-06-01,73,1952.087,1952.089,0.002
2025-06-01,74,1954.937,1954.939,0.002
2025-06-01,75,1876.737,1876.739,0.002
2025-06-01,76,1830.337,1830.339,0.002
2025-06-01,77,1901.039,1901.041,0.002
2025-06-01,78,1842.039,1842.041,0.002
2025-06-01,79,1837.989,1837.991,0.002
2025-06-01,80,1899.864,1899.866,0.002
2025-06-01,81,1917.029,1917.031,0.002
2025-06-01,82,1895.529,1895.531,0.002
2025-06-01,83,1883.504,1883.506,0.002
2025-06-01,84,1918.079,1918.081,0.002
2025-06-01,85,1892.1,1892.101,0.001
2025-06-01,86,1859.1,1859.101,0.001
2025-06-01,87,1825.0,1825.001,0.001
2025-06-01,88,1850.85,1850.851,0.001
2025-06-01,89,1950.737,1950.739,0.002
2025-06-01,90,1879.512,1879.514,0.002
2025-06-01,91,1880.337,1880.339,0.002
2025-06-01,92,1918.712,1918.714,0.002
2025-06-01,93,1873.555,1873.557,0.002
2025-06-01,94,1877.655,1877.657,0.002
2025-06-01,95,1891.105,1891.107,0.002
2025-06-01,96,1912.855,1912.857,0.002
2025-06-02,1,1737.945,1737.946,0.001
2025-06-02,2,1742.57,1742.571,0.001
2025-06-02,3,1730.27,1730.271,0.001
2025-06-02,4,1764.745,1764.746,0.001
2025-06-02,5,1709.14,1709.142,0.002
2025-06-02,6,1693.99,1693.992,0.002
2025-06-02,7,1666.54,1666.542,0.002
2025-06-02,8,1677.39,1677.392,0.002
2025-06-02,9,1728.585,1728.587,0.002
2025-06-02,10,1707.035,1707.037,0.002
2025-06-02,11,1706.035,1706.037,0.002
2025-06-02,12,1708.785,1708.787,0.002
2025-06-02,13,1665.467,1665.469,0.002
2025-06-02,14,1647.267,1647.269,0.002
2025-06-02,15,1654.467,1654.469,0.002
2025-06-02,16,1646.717,1646.719,0.002
2025-06-02,17,1669.317,1669.318,0.001
2025-06-02,18,1670.567,1670.568,0.001
2025-06-02,19,1656.217,1656.218,0.001
2025-06-02,20,1656.217,1656.218,0.001
2025-06-02,21,1735.494,1735.495,0.001
2025-06-02,22,1708.319,1708.32,0.001
2025-06-02,23,1724.519,1724.52,0.001
2025-06-02,24,1823.669,1823.67,0.001
2025-06-02,25,1811.498,1811.499,0.001
2025-06-02,26,1793.398,1793.399,0.001
2025-06-02,27,1941.748,1941.749,0.001
2025-06-02,28,1995.348,1995.349,0.001
2025-06-02,29,1429.284,1429.286,0.002
2025-06-02,30,1437.934,1437.936,0.002
2025-06-02,31,1446.359,1446.361,0.002
2025-06-02,32,1618.459,1618.461,0.002
2025-06-02,33,1734.455,1734.458,0.003
2025-06-02,34,1683.78,1683.783,0.003
2025-06-02,35,1733.68,1733.683,0.003
2025-06-02,36,1744.33,1744.333,0.003
2025-06-02,37,1850.227,1850.229,0.002
2025-06-02,38,1776.452,1776.454,0.002
2025-06-02,39,1741.302,1741.304,0.002
2025-06-02,40,1770.402,1770.404,0.002
2025-06-02,41,1703.251,1703.253,0.002
2025-06-02,42,1705.901,1705.903,0.002
2025-06-02,43,1715.826,1715.828,0.002
2025-06-02,44,1730.051,1730.053,0.002
2025-06-02,45,1519.623,1519.624,0.001
2025-06-02,46,1516.423,1516.424,0.001
2025-06-02,47,1514.173,1514.174,0.001
2025-06-02,48,1522.023,1522.024,0.001
2025-06-02,49,1654.333,1654.334,0.001
2025-06-02,50,1585.608,1585.609,0.001
2025-06-02,51,1577.958,1577.959,0.001
2025-06-02,52,1570.483,1570.484,0.001
2025-06-02,53,1631.785,1631.787,0.002
2025-06-02,54,1601.885,1601.887,0.002
2025-06-02,55,1586.585,1586.587,0.002
2025-06-02,56,1597.56,1597.562,0.002
2025-06-02,57,1651.373,1651.375,0.002
2025-06-02,58,1680.648,1680.65,0.002
2025-06-02,59,1707.198,1707.2,0.002
2025-06-02,60,1658.673,1658.675,0.002
2025-06-02,61,1663.937,1663.939,0.002
2025-06-02,62,1686.887,1686.889,0.002
2025-06-02,63,1675.137,1675.139,0.002
2025-06-02,64,1727.112,1727.114,0.002
2025-06-02,65,2180.459,2180.461,0.002
2025-06-02,66,2180.109,2180.111,0.002
2025-06-02,67,2062.934,2062.936,0.002
2025-06-02,68,2054.209,2054.211,0.002
2025-06-02,69,2109.751,2109.753,0.002
2025-06-02,70,2067.176,2067.178,0.002
2025-06-02,71,1891.201,1891.203,0.002
2025-06-02,72,1968.876,1968.878,0.002
2025-06-02,73,1791.882,1791.884,0.002
2025-06-02,74,1789.607,1789.609,0.002
2025-06-02,75,1786.157,1786.159,0.002
2025-06-02,76,1811.932,1811.934,0.002
2025-06-02,77,1614.07,1614.072,0.002
2025-06-02,78,1612.245,1612.247,0.002
2025-06-02,79,1594.845,1594.847,0.002
2025-06-02,80,1607.545,1607.547,0.002
2025-06-02,81,1673.052,1673.053,0.001
2025-06-02,82,1685.677,1685.678,0.001
2025-06-02,83,1746.477,1746.478,0.001
2025-06-02,84,1721.527,1721.528,0.001
2025-06-02,85,1792.908,1792.91,0.002
2025-06-02,86,1769.733,1769.735,0.002
2025-06-02,87,1766.958,1766.96,0.002
2025-06-02,88,1774.358,1774.36,0.002
2025-06-02,89,2049.207,2049.209,0.002
2025-06-02,90,1990.607,1990.609,0.002
2025-06-02,91,1976.382,1976.384,0.002
2025-06-02,92,2019.107,2019.109,0.002
2025-06-02,93,1976.686,1976.687,0.001
2025-06-02,94,2020.836,2020.837,0.001
2025-06-02,95,2055.761,2055.762,0.001
2025-06-02,96,2115.661,2115.662,0.001
2025-06-03,1,1439.965,1439.967,0.002
2025-06-03,2,1536.59,1536.592,0.002
2025-06-03,3,1666.54,1666.542,0.002
2025-06-03,4,1777.14,1777.142,0.002
2025-06-03,5,1426.83,1426.832,0.002
2025-06-03,6,1436.78,1436.782,0.002
2025-06-03,7,1486.08,1486.082,0.002
2025-06-03,8,1548.255,1548.257,0.002
2025-06-03,9,1523.708,1523.709,0.001
2025-06-03,10,1517.033,1517.034,0.001
2025-06-03,11,1544.183,1544.184,0.001
2025-06-03,12,1563.308,1563.309,0.001
2025-06-03,13,1437.451,1437.453,0.002
2025-06-03,14,1397.001,1397.003,0.002
2025-06-03,15,1392.976,1392.978,0.002
2025-06-03,16,1410.226,1410.228,0.002
2025-06-03,17,1510.653,1510.654,0.001
2025-06-03,18,1486.228,1486.229,0.001
2025-06-03,19,1415.928,1415.929,0.001
2025-06-03,20,1389.753,1389.754,0.001
2025-06-03,21,1522.312,1522.314,0.002
2025-06-03,22,1421.737,1421.739,0.002
2025-06-03,23,1389.512,1389.514,0.002
2025-06-03,24,1403.337,1403.339,0.002
2025-06-03,25,1409.949,1409.951,0.002
2025-06-03,26,1345.074,1345.076,0.002
2025-06-03,27,1341.399,1341.401,0.002
2025-06-03,28,1367.224,1367.226,0.002
2025-06-03,29,1467.995,1467.996,0.001
2025-06-03,30,1436.37,1436.371,0.001
2025-06-03,31,1496.87,1496.871,0.001
2025-06-03,32,1492.37,1492.371,0.001
2025-06-03,33,1635.114,1635.116,0.002
2025-06-03,34,1575.239,1575.241,0.002
2025-06-03,35,1683.439,1683.441,0.002
2025-06-03,36,1799.789,1799.791,0.002
2025-06-03,37,1638.694,1638.696,0.002
2025-06-03,38,1777.344,1777.346,0.002
2025-06-03,39,1835.719,1835.721,0.002
2025-06-03,40,1850.369,1850.371,0.002
2025-06-03,41,1664.409,1664.411,0.002
2025-06-03,42,1720.184,1720.186,0.002
2025-06-03,43,1674.884,1674.886,0.002
2025-06-03,44,1678.234,1678.236,0.002
2025-06-03,45,1746.328,1746.33,0.002
2025-06-03,46,1774.503,1774.505,0.002
2025-06-03,47,1761.553,1761.555,0.002
2025-06-03,48,1813.578,1813.58,0.002
2025-06-03,49,1819.65,1819.652,0.002
2025-06-03,50,1811.425,1811.427,0.002
2025-06-03,51,1823.475,1823.477,0.002
2025-06-03,52,1824.45,1824.452,0.002
2025-06-03,53,1840.306,1840.307,0.001
2025-06-03,54,1814.906,1814.907,0.001
2025-06-03,55,1831.956,1831.957,0.001
2025-06-03,56,1811.656,1811.657,0.001
2025-06-03,57,2065.651,2065.653,0.002
2025-06-03,58,2075.351,2075.353,0.002
2025-06-03,59,2062.076,2062.078,0.002
2025-06-03,60,1994.976,1994.978,0.002
2025-06-03,61,2355.848,2355.85,0.002
2025-06-03,62,2330.173,2330.175,0.002
2025-06-03,63,2188.098,2188.1,0.002
2025-06-03,64,2190.348,2190.35,0.002
2025-06-03,65,2426.255,2426.256,0.001
2025-06-03,66,2366.63,2366.631,0.001
2025-06-03,67,2354.23,2354.231,0.001
2025-06-03,68,2347.655,2347.656,0.001
2025-06-03,69,2216.162,2216.164,0.002
2025-06-03,70,2200.312,2200.314,0.002
2025-06-03,71,2170.312,2170.314,0.002
2025-06-03,72,2391.662,2391.664,0.002
2025-06-03,73,2310.297,2310.298,0.001
2025-06-03,74,2179.922,2179.923,0.001
2025-06-03,75,2135.572,2135.573,0.001
2025-06-03,76,2051.797,2051.798,0.001
2025-06-03,77,2046.202,2046.203,0.001
2025-06-03,78,2039.352,2039.353,0.001
2025-06-03,79,2041.477,2041.478,0.001
2025-06-03,80,1991.127,1991.128,0.001
2025-06-03,81,2038.241,2038.243,0.002
2025-06-03,82,2037.616,2037.618,0.002
2025-06-03,83,2033.741,2033.743,0.002
2025-06-03,84,2034.116,2034.118,0.002
2025-06-03,85,1917.966,1917.967,0.001
2025-06-03,86,1918.566,1918.567,0.001
2025-06-03,87,1907.491,1907.492,0.001
2025-06-03,88,1941.816,1941.817,0.001
2025-06-03,89,1973.006,1973.007,0.001
2025-06-03,90,1966.956,1966.957,0.001
2025-06-03,91,1933.531,1933.532,0.001
2025-06-03,92,2021.831,2021.832,0.001
2025-06-03,93,1698.128,1698.129,0.001
2025-06-03,94,1731.978,1731.979,0.001
2025-06-03,95,1748.328,1748.329,0.001
2025-06-03,96,1744.503,1744.504,0.001
2025-06-04,1,1698.741,1698.743,0.002
2025-06-04,2,1697.741,1697.743,0.002
2025-06-04,3,1701.691,1701.693,0.002
2025-06-04,4,1717.941,1717.943,0.002
2025-06-04,5,1680.218,1680.22,0.002
2025-06-04,6,1681.318,1681.32,0.002
2025-06-04,7,1687.493,1687.495,0.002
2025-06-04,8,1703.268,1703.27,0.002
2025-06-04,9,1691.366,1691.368,0.002
2025-06-04,10,1696.841,1696.843,0.002
2025-06-04,11,1707.266,1707.268,0.002
2025-06-04,12,1710.291,1710.293,0.002
2025-06-04,13,1735.913,1735.915,0.002
2025-06-04,14,1735.113,1735.115,0.002
2025-06-04,15,1722.038,1722.04,0.002
2025-06-04,16,1744.438,1744.44,0.002
2025-06-04,17,1678.399,1678.401,0.002
2025-06-04,18,1669.649,1669.651,0.002
2025-06-04,19,1669.849,1669.851,0.002
2025-06-04,20,1678.924,1678.926,0.002
2025-06-04,21,1769.891,1769.892,0.001
2025-06-04,22,1740.841,1740.842,0.001
2025-06-04,23,1731.641,1731.642,0.001
2025-06-04,24,1762.641,1762.642,0.001
2025-06-04,25,1932.346,1932.349,0.003
2025-06-04,26,1898.371,1898.374,0.003
2025-06-04,27,1978.821,1978.824,0.003
2025-06-04,28,2163.971,2163.974,0.003
2025-06-04,29,1617.862,1617.863,0.001
2025-06-04,30,1583.487,1583.488,0.001
2025-06-04,31,1568.562,1568.563,0.001
2025-06-04,32,1558.712,1558.713,0.001
2025-06-04,33,1850.59,1850.591,0.001
2025-06-04,34,1756.39,1756.391,0.001
2025-06-04,35,1778.515,1778.516,0.001
2025-06-04,36,1852.49,1852.491,0.001
2025-06-04,37,1780.69,1780.691,0.001
2025-06-04,38,1690.64,1690.641,0.001
2025-06-04,39,1676.615,1676.616,0.001
2025-06-04,40,1645.14,1645.141,0.001
2025-06-04,41,1663.214,1663.217,0.003
2025-06-04,42,1657.814,1657.817,0.003
2025-06-04,43,1710.239,1710.242,0.003
2025-06-04,44,1777.639,1777.642,0.003
2025-06-04,45,1641.777,1641.779,0.002
2025-06-04,46,1638.627,1638.629,0.002
2025-06-04,47,1639.127,1639.129,0.002
2025-06-04,48,1584.777,1584.779,0.002
2025-06-04,49,1538.237,1538.239,0.002
2025-06-04,50,1512.287,1512.289,0.002
2025-06-04,51,1527.437,1527.439,0.002
2025-06-04,52,1499.862,1499.864,0.002
2025-06-04,53,1585.99,1585.991,0.001
2025-06-04,54,1613.14,1613.141,0.001
2025-06-04,55,1630.69,1630.691,0.001
2025-06-04,56,1583.265,1583.266,0.001
2025-06-04,57,1648.816,1648.817,0.001
2025-06-04,58,1597.841,1597.842,0.001
2025-06-04,59,1607.316,1607.317,0.001
2025-06-04,60,1555.341,1555.342,0.001
2025-06-04,61,1767.871,1767.873,0.002
2025-06-04,62,1665.571,1665.573,0.002
2025-06-04,63,1574.021,1574.023,0.002
2025-06-04,64,1601.946,1601.948,0.002
2025-06-04,65,1717.71,1717.712,0.002
2025-06-04,66,1682.885,1682.887,0.002
